Player Name,Rounds,Fairway Percentage,Fairways Hit,Possible Fairways,Year
Henrik Stenson,60,75.19,591,786,2018
Ryan Armour,109,73.58,"1,103","1,499",2018
Chez Reavie,93,72.24,869,"1,203",2018
Ryan Moore,78,71.94,787,"1,094",2018
Brian Stuard,103,71.44,968,"1,355",2018
Brian Gay,103,71.37,"1,007","1,411",2018
Kyle Stanley,93,71.29,884,"1,240",2018
Emiliano Grillo,94,70.16,905,"1,290",2018
Russell Henley,77,70.03,729,"1,041",2018
Jim Furyk,50,69.91,467,668,2018
Steve Wheatcroft,60,69.79,566,811,2018
Kevin Streelman,94,69.11,888,"1,285",2018
C.T. Pan,104,68.98,945,"1,370",2018
David Lingmerth,82,68.93,750,"1,088",2018
Keegan Bradley,98,67.90,884,"1,302",2018
Rafa Cabrera Bello,75,67.85,667,983,2018
Billy Horschel,86,67.80,779,"1,149",2018
Russell Knox,94,67.70,851,"1,257",2018
Ben Crane,65,67.52,557,825,2018
Vaughn Taylor,83,67.51,746,"1,105",2018
Brian Harman,94,67.14,850,"1,266",2018
Sam Ryder,82,66.91,746,"1,115",2018
"Ted Potter, Jr.",87,66.83,812,"1,215",2018
Austin Cook,107,66.76,"1,002","1,501",2018
Tyler Duncan,97,66.74,867,"1,299",2018
David Hearn,66,66.63,559,839,2018
Alex Cejka,77,66.49,639,961,2018
Ian Poulter,73,66.41,595,896,2018
Joel Dahmen,93,66.36,789,"1,189",2018
Kevin Kisner,89,66.33,729,"1,099",2018
J.J. Henry,81,66.22,692,"1,045",2018
J.J. Spaun,85,66.18,732,"1,106",2018
Justin Rose,70,66.02,610,924,2018
Kelly Kraft,94,65.84,846,"1,285",2018
Conrad Shindler,60,65.77,515,783,2018
Scott Piercy,84,65.68,735,"1,119",2018
Adam Hadwin,92,65.60,820,"1,250",2018
Ben Silverman,90,65.56,769,"1,173",2018
Satoshi Kodaira,51,65.53,443,676,2018
Rickie Fowler,74,65.33,682,"1,044",2018
Xinjun Zhang,81,65.33,684,"1,047",2018
Kiradech Aphibarnrat,51,65.12,422,648,2018
Pat Perez,82,65.09,688,"1,057",2018
Lucas Glover,65,65.06,553,850,2018
Richy Werenski,98,65.06,836,"1,285",2018
Hunter Mahan,67,65.04,573,881,2018
Francesco Molinari,73,65.04,640,984,2018
Fabián Gómez,88,64.99,761,"1,171",2018
Tommy Fleetwood,73,64.98,603,928,2018
Graeme McDowell,67,64.92,533,821,2018
Louis Oosthuizen,62,64.81,490,756,2018
Chad Campbell,87,64.70,713,"1,102",2018
Blayne Barber,69,64.67,604,934,2018
Michael Thompson,62,64.66,525,812,2018
Chris Kirk,108,64.64,956,"1,479",2018
Daniel Berger,81,64.58,691,"1,070",2018
Hudson Swafford,73,64.57,607,940,2018
Bronson Burgoon,69,64.53,624,967,2018
Brice Garnett,99,64.45,854,"1,325",2018
Ryan Blaum,81,64.31,699,"1,087",2018
Johnson Wagner,75,64.25,620,965,2018
Kevin Na,91,64.13,774,"1,207",2018
Zach Johnson,94,63.88,778,"1,218",2018
John Huh,94,63.83,803,"1,258",2018
James Hahn,85,63.73,731,"1,147",2018
Rod Pampling,62,63.69,514,807,2018
Gary Woodland,96,63.69,812,"1,275",2018
Cameron Percy,56,63.66,445,699,2018
Abraham Ancer,98,63.64,854,"1,342",2018
Ben Martin,64,63.52,566,891,2018
Branden Grace,67,63.49,567,893,2018
Denny McCarthy,71,63.45,559,881,2018
Aaron Wise,90,63.33,777,"1,227",2018
Jason Dufner,71,63.30,571,902,2018
Matt Kuchar,88,63.27,708,"1,119",2018
Martin Laird,73,63.22,574,908,2018
Roberto Díaz,72,63.20,601,951,2018
Paul Casey,74,63.14,627,993,2018
Corey Conners,97,62.99,817,"1,297",2018
Kyle Thompson,50,62.99,405,643,2018
Troy Merritt,89,62.93,747,"1,187",2018
Andrew Landry,82,62.92,706,"1,122",2018
Hideki Matsuyama,75,62.82,637,"1,014",2018
Brandt Snedeker,84,62.79,719,"1,145",2018
Zac Blair,64,62.76,509,811,2018
Danny Lee,88,62.65,753,"1,202",2018
Charles Howell III,104,62.59,875,"1,398",2018
Adam Scott,78,62.51,682,"1,091",2018
Tom Hoge,101,62.43,811,"1,299",2018
Webb Simpson,95,62.34,803,"1,288",2018
Chris Stroud,81,62.24,638,"1,025",2018
Bryson DeChambeau,93,62.23,814,"1,308",2018
Jonathan Randolph,71,62.18,564,907,2018
Rory Sabbatini,91,62.05,770,"1,241",2018
Scott Brown,102,62.03,848,"1,367",2018
Tyrrell Hatton,58,61.84,470,760,2018
Alex Noren,67,61.73,521,844,2018
Patrick Cantlay,87,61.58,694,"1,127",2018
Jordan Spieth,81,61.55,658,"1,069",2018
J.T. Poston,73,61.53,611,993,2018
Kevin Chappell,77,61.27,639,"1,043",2018
Shane Lowry,64,61.20,478,781,2018
Patrick Rodgers,97,61.14,793,"1,297",2018
Whee Kim,93,61.11,759,"1,242",2018
Nick Taylor,94,60.94,766,"1,257",2018
Bud Cauley,55,60.81,450,740,2018
Si Woo Kim,108,60.68,886,"1,460",2018
Nate Lashley,51,60.58,398,657,2018
Beau Hossler,104,60.47,881,"1,457",2018
D.A. Points,63,60.47,517,855,2018
Brendan Steele,74,60.47,572,946,2018
Nicholas Lindheim,77,60.44,582,963,2018
Andrew Putnam,97,60.42,751,"1,243",2018
Jonas Blixt,67,60.30,518,859,2018
Ethan Tracy,72,60.25,573,951,2018
Byeong Hun An,86,60.19,709,"1,178",2018
Marc Leishman,93,60.17,763,"1,268",2018
Sam Saunders,80,60.14,620,"1,031",2018
Anirban Lahiri,82,60.09,691,"1,150",2018
Sean O'Hair,67,60.09,527,877,2018
Chesson Hadley,103,60.07,832,"1,385",2018
Mackenzie Hughes,80,60.04,637,"1,061",2018
William McGirt,84,59.89,651,"1,087",2018
Xander Schauffele,96,59.77,783,"1,310",2018
Dustin Johnson,77,59.46,619,"1,041",2018
Matt Jones,70,59.38,516,869,2018
Tiger Woods,68,59.35,565,952,2018
Billy Hurley III,70,59.24,529,893,2018
Jon Rahm,71,59.20,550,929,2018
Ryan Palmer,69,59.11,519,878,2018
Harold Varner III,91,59.02,733,"1,242",2018
Harris English,84,58.99,643,"1,090",2018
Greg Chalmers,56,58.90,427,725,2018
Stephan Jaeger,81,58.76,614,"1,045",2018
Jonathan Byrd,70,58.59,508,867,2018
Keith Mitchell,99,58.59,795,"1,357",2018
Martin Piller,79,58.51,629,"1,075",2018
Justin Thomas,91,58.41,674,"1,154",2018
Brett Stegmaier,67,58.38,498,853,2018
Charley Hoffman,87,58.34,654,"1,121",2018
Jason Day,75,58.32,557,955,2018
Bubba Watson,90,58.27,645,"1,107",2018
Jason Kokrak,99,58.06,803,"1,383",2018
Jhonattan Vegas,92,57.91,725,"1,252",2018
Adam Schenk,86,57.67,643,"1,115",2018
Stewart Cink,87,57.60,701,"1,217",2018
Matt Atkins,56,57.50,418,727,2018
Talor Gooch,78,57.31,576,"1,005",2018
Bill Haas,76,57.27,591,"1,032",2018
J.B. Holmes,77,57.13,597,"1,045",2018
Cameron Smith,85,57.03,625,"1,096",2018
Tyrone Van Aswegen,101,56.98,739,"1,297",2018
Jamie Lovemark,92,56.92,699,"1,228",2018
Peter Malnati,87,56.86,659,"1,159",2018
Brooks Koepka,64,56.85,498,876,2018
Sung Kang,89,56.72,675,"1,190",2018
Scott Stallings,96,56.57,710,"1,255",2018
Shawn Stefani,76,56.52,585,"1,035",2018
Robert Garrigus,80,56.37,597,"1,059",2018
Nick Watney,94,56.33,707,"1,255",2018
Rob Oppenheim,74,56.26,535,951,2018
Grayson Murray,72,56.00,565,"1,009",2018
Rory McIlroy,64,55.79,477,855,2018
Dominic Bozzelli,65,55.69,504,905,2018
Patton Kizzire,92,55.59,696,"1,252",2018
Matt Every,79,55.50,580,"1,045",2018
Cody Gribble,71,55.45,504,909,2018
Wesley Bryan,69,55.41,522,942,2018
Lanto Griffin,80,55.27,572,"1,035",2018
Retief Goosen,60,55.22,402,728,2018
Seamus Power,86,55.19,601,"1,089",2018
Charl Schwartzel,65,55.19,447,810,2018
Patrick Reed,94,55.11,663,"1,203",2018
Tony Finau,105,55.09,757,"1,374",2018
Trey Mullinax,75,54.94,528,961,2018
Martin Flores,92,54.92,659,"1,200",2018
Michael Kim,74,54.89,539,982,2018
Brandon Harkins,101,54.79,727,"1,327",2018
Zecheng Dou,53,54.76,374,683,2018
Tom Lovelady,87,54.73,619,"1,131",2018
Daniel Summerhays,51,54.69,344,629,2018
Luke List,98,54.66,727,"1,330",2018
Robert Streb,78,54.11,559,"1,033",2018
Andrew Yun,51,53.58,337,629,2018
Jimmy Walker,81,53.49,575,"1,075",2018
Aaron Baddeley,84,53.27,579,"1,087",2018
Derek Fathauer,84,53.27,595,"1,117",2018
Peter Uihlein,83,52.93,579,"1,094",2018
Phil Mickelson,90,52.91,646,"1,221",2018
Kevin Tway,110,52.61,765,"1,454",2018
Ollie Schniederjans,91,52.22,634,"1,214",2018
Cameron Tringale,67,51.99,458,881,2018
Ricky Barnes,65,47.15,389,825,2018
Ryan Armour,63,72.73,600,825,2017
Boo Weekley,75,71.67,731,"1,020",2017
Brian Stuard,93,71.49,850,"1,189",2017
Jim Furyk,54,70.75,462,653,2017
Chez Reavie,98,70.53,895,"1,269",2017
William McGirt,89,70.06,777,"1,109",2017
Francesco Molinari,75,69.80,684,980,2017
Zac Blair,105,69.70,964,"1,383",2017
Søren Kjeldsen,58,69.21,472,682,2017
Graeme McDowell,56,69.15,520,752,2017
Jim Herman,77,69.02,724,"1,049",2017
Ken Duke,77,68.62,680,991,2017
Kyle Stanley,104,68.55,957,"1,396",2017
Vaughn Taylor,90,68.28,805,"1,179",2017
Steve Wheatcroft,51,68.24,447,655,2017
Ben Crane,86,67.97,749,"1,102",2017
Ryan Moore,82,67.90,751,"1,106",2017
Spencer Levin,89,67.82,805,"1,187",2017
Steven Alker,69,67.54,595,881,2017
Chad Campbell,97,67.21,910,"1,354",2017
Alex Cejka,85,67.19,721,"1,073",2017
Russell Knox,75,67.09,640,954,2017
Kevin Kisner,105,67.00,881,"1,315",2017
David Hearn,93,66.75,791,"1,185",2017
Zach Johnson,81,66.54,680,"1,022",2017
Keegan Bradley,104,66.23,906,"1,368",2017
K.J. Choi,72,66.23,610,921,2017
Roberto Castro,70,66.20,611,923,2017
Kevin Streelman,90,66.01,810,"1,227",2017
Richy Werenski,81,65.92,681,"1,033",2017
D.A. Points,68,65.83,626,951,2017
Chris Stroud,67,65.70,542,825,2017
Tim Wilkinson,64,65.68,530,807,2017
Webb Simpson,102,65.51,868,"1,325",2017
Brian Gay,82,65.47,713,"1,089",2017
Matt Kuchar,95,65.36,802,"1,227",2017
Lucas Glover,93,65.31,802,"1,228",2017
Emiliano Grillo,90,65.29,777,"1,190",2017
Kyle Reifers,96,65.15,800,"1,228",2017
J.J. Spaun,92,65.11,782,"1,201",2017
Rory Sabbatini,71,64.91,590,909,2017
Shane Lowry,52,64.86,408,629,2017
Martin Laird,83,64.82,715,"1,103",2017
Rick Lamb,54,64.81,453,699,2017
Sam Saunders,76,64.69,632,977,2017
Brett Stegmaier,78,64.66,686,"1,061",2017
John Huh,92,64.09,787,"1,228",2017
Chris Kirk,89,63.93,741,"1,159",2017
Scott Brown,95,63.89,812,"1,271",2017
Graham DeLaet,82,63.68,675,"1,060",2017
C.T. Pan,88,63.68,747,"1,173",2017
Jason Bohn,75,63.67,631,991,2017
Ben Martin,86,63.67,701,"1,101",2017
Miguel Angel Carballo,63,63.61,507,797,2017
Paul Casey,94,63.46,764,"1,204",2017
Hunter Mahan,73,63.40,627,989,2017
Julián Etulain,68,63.34,558,881,2017
Jason Dufner,89,63.30,709,"1,120",2017
Rickie Fowler,78,63.29,638,"1,008",2017
Johnson Wagner,71,63.18,556,880,2017
James Hahn,96,63.14,848,"1,343",2017
Peter Malnati,91,63.10,749,"1,187",2017
Adam Hadwin,98,62.85,824,"1,311",2017
Russell Henley,99,62.79,815,"1,298",2017
Danny Lee,93,62.72,779,"1,242",2017
Daniel Summerhays,100,62.69,788,"1,257",2017
Jonathan Randolph,68,62.67,517,825,2017
Geoff Ogilvy,80,62.59,629,"1,005",2017
J.J. Henry,92,62.58,751,"1,200",2017
Ian Poulter,72,62.55,593,948,2017
Brendan Steele,89,62.28,700,"1,124",2017
David Lingmerth,79,62.12,615,990,2017
Brian Harman,104,62.07,833,"1,342",2017
Brandt Snedeker,53,61.98,401,647,2017
Fabián Gómez,61,61.81,513,830,2017
Michael Thompson,60,61.72,482,781,2017
Nick Taylor,97,61.66,817,"1,325",2017
Blayne Barber,77,61.62,610,990,2017
Patrick Cantlay,52,61.47,410,667,2017
Pat Perez,93,61.46,759,"1,235",2017
Sergio Garcia,65,61.08,496,812,2017
Ryan Blaum,100,60.94,816,"1,339",2017
Rod Pampling,71,60.83,604,993,2017
Troy Merritt,82,60.79,628,"1,033",2017
Brett Drewitt,57,60.73,450,741,2017
Billy Hurley III,80,60.57,679,"1,121",2017
Shawn Stefani,72,60.53,575,950,2017
Kevin Na,86,60.46,659,"1,090",2017
Mark Hubbard,81,60.41,624,"1,033",2017
Morgan Hoffmann,92,60.39,741,"1,227",2017
Rafa Cabrera Bello,63,60.33,473,784,2017
Hudson Swafford,94,60.27,757,"1,256",2017
Cameron Percy,71,60.18,547,909,2017
Jonas Blixt,74,60.10,586,975,2017
Kelly Kraft,75,60.06,594,989,2017
Daniel Berger,91,60.02,707,"1,178",2017
Louis Oosthuizen,69,59.98,487,812,2017
Mark Anderson,54,59.97,436,727,2017
Sean O'Hair,84,59.91,686,"1,145",2017
Bud Cauley,92,59.83,718,"1,200",2017
Anirban Lahiri,72,59.82,603,"1,008",2017
Greg Chalmers,75,59.80,595,995,2017
Billy Horschel,88,59.80,702,"1,174",2017
Tyrone Van Aswegen,105,59.79,809,"1,353",2017
Michael Kim,94,59.71,750,"1,256",2017
Sung Kang,104,59.65,850,"1,425",2017
Mackenzie Hughes,106,59.63,870,"1,459",2017
Harold Varner III,101,59.61,825,"1,384",2017
Bubba Watson,71,59.58,510,856,2017
Robert Garrigus,78,59.52,597,"1,003",2017
Jordan Spieth,85,59.48,618,"1,039",2017
Scott Piercy,70,59.32,538,907,2017
Chad Collins,66,59.31,513,865,2017
Jason Kokrak,95,59.26,752,"1,269",2017
J.T. Poston,95,59.24,702,"1,185",2017
Gary Woodland,94,58.90,698,"1,185",2017
Jon Rahm,90,58.61,664,"1,133",2017
Justin Rose,66,58.48,507,867,2017
Brian Campbell,55,58.20,415,713,2017
Branden Grace,70,58.19,483,830,2017
Tag Ridings,67,58.18,480,825,2017
Cameron Tringale,89,58.15,674,"1,159",2017
Bill Haas,92,58.05,656,"1,130",2017
Bryson DeChambeau,91,58.04,704,"1,213",2017
Wesley Bryan,95,57.89,719,"1,242",2017
Retief Goosen,52,57.79,371,642,2017
Charley Hoffman,112,57.72,841,"1,457",2017
Xander Schauffele,96,57.68,710,"1,231",2017
Marc Leishman,94,57.64,694,"1,204",2017
Kevin Chappell,95,57.61,693,"1,203",2017
Hideki Matsuyama,83,57.61,583,"1,012",2017
Bryce Molder,74,57.60,595,"1,033",2017
Robert Streb,98,57.58,756,"1,313",2017
Tony Finau,106,57.53,837,"1,455",2017
Jhonattan Vegas,95,57.28,708,"1,236",2017
Matt Jones,64,57.09,447,783,2017
Scott Stallings,81,57.04,612,"1,073",2017
Ryan Palmer,61,56.94,406,713,2017
Byeong Hun An,77,56.76,554,976,2017
Dominic Bozzelli,69,56.57,512,905,2017
Jamie Lovemark,98,56.54,726,"1,284",2017
Patrick Reed,107,56.52,759,"1,343",2017
Luke Donald,50,56.50,378,669,2017
Dustin Johnson,77,56.44,539,955,2017
Brad Fritsch,56,56.40,410,727,2017
Cameron Smith,86,56.26,643,"1,143",2017
Nicholas Lindheim,58,56.19,440,783,2017
Grayson Murray,94,56.01,704,"1,257",2017
Tom Hoge,54,55.99,360,643,2017
Adam Scott,58,55.99,439,784,2017
Jimmy Walker,68,55.97,464,829,2017
Si Woo Kim,80,55.92,557,996,2017
Andres Gonzales,73,55.75,538,965,2017
Nick Watney,75,55.67,535,961,2017
Luke List,102,55.63,761,"1,368",2017
Derek Fathauer,81,55.49,581,"1,047",2017
Phil Mickelson,85,55.05,616,"1,119",2017
Rory McIlroy,51,54.97,354,644,2017
Smylie Kaufman,76,54.79,543,991,2017
Cody Gribble,79,54.77,591,"1,079",2017
Charles Howell III,86,54.72,626,"1,144",2017
Ernie Els,52,54.48,365,670,2017
Sebastián Muñoz,51,54.45,373,685,2017
Camilo Villegas,76,54.37,548,"1,008",2017
Ricky Barnes,100,54.32,698,"1,285",2017
Whee Kim,74,54.32,516,950,2017
Stewart Cink,93,54.15,672,"1,241",2017
Brooks Koepka,88,54.14,576,"1,064",2017
Justin Thomas,86,54.09,569,"1,052",2017
Jason Day,71,53.73,483,899,2017
Charl Schwartzel,63,53.59,433,808,2017
Seamus Power,86,53.27,594,"1,115",2017
Gonzalo Fernandez-Castaño,63,53.26,417,783,2017
Trey Mullinax,88,53.26,580,"1,089",2017
Seung-Yul Noh,91,53.09,645,"1,215",2017
Patrick Rodgers,76,52.90,547,"1,034",2017
Martin Flores,88,52.79,597,"1,131",2017
Patton Kizzire,84,52.54,558,"1,062",2017
Kevin Tway,96,52.48,646,"1,231",2017
Brandon Hagy,85,52.46,565,"1,077",2017
Aaron Baddeley,61,52.25,418,800,2017
Carl Pettersson,63,51.94,428,824,2017
Ryo Ishikawa,56,51.92,405,780,2017
Ollie Schniederjans,92,51.89,631,"1,216",2017
Ryan Brehm,83,51.13,522,"1,021",2017
Harris English,84,49.80,500,"1,004",2017
J.B. Holmes,83,49.75,501,"1,007",2017
Matt Every,76,48.41,473,977,2017
Andrew Loupe,55,45.93,333,725,2017
Steven Bowditch,59,45.37,348,767,2017
Colt Knost,90,73.36,881,"1,201",2016
Thomas Aiken,70,72.36,665,919,2016
Jerry Kelly,76,71.20,754,"1,059",2016
Brian Stuard,66,71.07,656,923,2016
Zac Blair,99,69.86,927,"1,327",2016
Roberto Castro,97,69.37,940,"1,355",2016
Jim Furyk,52,69.09,503,728,2016
Russell Knox,92,68.51,853,"1,245",2016
John Huh,86,68.30,810,"1,186",2016
Chez Reavie,90,68.22,818,"1,199",2016
David Toms,62,67.98,588,865,2016
Spencer Levin,104,67.79,947,"1,397",2016
Graeme McDowell,63,67.70,570,842,2016
Jason Bohn,67,67.56,633,937,2016
David Lingmerth,84,67.36,747,"1,109",2016
Boo Weekley,83,66.98,777,"1,160",2016
Emiliano Grillo,93,66.93,846,"1,264",2016
Ryan Moore,86,66.52,751,"1,129",2016
Mark Wilson,66,66.20,572,864,2016
K.J. Choi,73,66.18,673,"1,017",2016
David Hearn,95,65.94,875,"1,327",2016
Alex Cejka,71,65.89,620,941,2016
Dicky Pride,55,65.86,488,741,2016
Matt Kuchar,100,65.67,880,"1,340",2016
Jim Herman,93,65.59,852,"1,299",2016
Andrew Landry,53,65.55,449,685,2016
Abraham Ancer,51,65.42,439,671,2016
Billy Hurley III,66,65.36,602,921,2016
Kevin Na,96,65.30,847,"1,297",2016
Kyle Reifers,115,65.29,"1,012","1,550",2016
William McGirt,98,65.28,895,"1,371",2016
Zach Johnson,90,65.23,788,"1,208",2016
Kevin Kisner,97,64.92,857,"1,320",2016
Mark Hubbard,101,64.82,877,"1,353",2016
Scott Langley,65,64.81,571,881,2016
Paul Casey,77,64.67,670,"1,036",2016
Keegan Bradley,82,64.57,740,"1,146",2016
Kyle Stanley,92,64.54,801,"1,241",2016
Chad Campbell,90,64.39,810,"1,258",2016
Lucas Glover,75,64.37,674,"1,047",2016
Kevin Streelman,82,64.37,737,"1,145",2016
Jon Curran,99,64.35,890,"1,383",2016
Ken Duke,58,64.18,482,751,2016
Danny Lee,93,64.05,807,"1,260",2016
Rod Pampling,54,63.95,447,699,2016
Francesco Molinari,64,63.76,570,894,2016
Scott Brown,88,63.65,781,"1,227",2016
Jason Gore,78,63.63,656,"1,031",2016
Adam Hadwin,93,63.62,827,"1,300",2016
Whee Kim,82,63.48,690,"1,087",2016
Brian Harman,104,63.41,922,"1,454",2016
Henrik Norlander,71,63.39,594,937,2016
Steve Stricker,53,63.23,466,737,2016
Ben Crane,80,63.18,671,"1,062",2016
Russell Henley,76,63.15,670,"1,061",2016
Scott Pinckney,87,63.05,749,"1,188",2016
Si Woo Kim,113,62.84,957,"1,523",2016
Jason Dufner,105,62.83,894,"1,423",2016
Bryce Molder,80,62.53,681,"1,089",2016
Blayne Barber,84,62.37,696,"1,116",2016
Tim Wilkinson,72,62.36,593,951,2016
Bill Haas,86,62.34,715,"1,147",2016
Stuart Appleby,71,62.24,600,964,2016
Rory Sabbatini,57,62.18,467,751,2016
Webb Simpson,70,62.17,608,978,2016
Ben Martin,92,62.14,765,"1,231",2016
Hideki Matsuyama,76,62.04,634,"1,022",2016
Chris Kirk,90,62.02,738,"1,190",2016
Shane Lowry,57,61.85,467,755,2016
Sergio Garcia,54,61.76,441,714,2016
Louis Oosthuizen,63,61.67,481,780,2016
Vaughn Taylor,72,61.59,619,"1,005",2016
Fabián Gómez,82,61.44,682,"1,110",2016
Hudson Swafford,104,61.43,892,"1,452",2016
Geoff Ogilvy,63,61.24,504,823,2016
Johnson Wagner,86,61.13,736,"1,204",2016
Rory McIlroy,69,61.06,530,868,2016
George McNeill,51,60.99,433,710,2016
Wes Roach,59,60.99,469,769,2016
Brett Stegmaier,87,60.93,722,"1,185",2016
Troy Merritt,77,60.89,657,"1,079",2016
D.H. Lee,61,60.85,485,797,2016
Will MacKenzie,84,60.81,678,"1,115",2016
James Hahn,85,60.71,723,"1,191",2016
Billy Horschel,73,60.71,595,980,2016
Chris Stroud,82,60.70,678,"1,117",2016
Kevin Chappell,93,60.68,787,"1,297",2016
Padraig Harrington,54,60.66,458,755,2016
Michael Thompson,71,60.57,576,951,2016
Marc Leishman,89,60.55,729,"1,204",2016
Peter Malnati,85,60.54,721,"1,191",2016
Kelly Kraft,63,60.36,498,825,2016
Steve Wheatcroft,85,60.32,681,"1,129",2016
Brendan Steele,88,60.29,709,"1,176",2016
Graham DeLaet,70,60.11,553,920,2016
Derek Ernst,59,60.10,479,797,2016
John Senden,88,60.07,722,"1,202",2016
Sam Saunders,69,59.78,541,905,2016
Cameron Tringale,81,59.57,641,"1,076",2016
D.A. Points,55,59.47,424,713,2016
Scott Piercy,87,59.41,701,"1,180",2016
Sung Kang,89,59.36,720,"1,213",2016
Willy Wilcox,67,59.34,537,905,2016
J.J. Henry,68,59.33,550,927,2016
Harold Varner III,92,59.33,763,"1,286",2016
Jeff Overton,69,59.25,538,908,2016
Greg Owen,85,59.22,671,"1,133",2016
Cameron Smith,73,59.21,569,961,2016
Brendon de Jonge,83,59.19,670,"1,132",2016
Freddie Jacobson,86,59.03,709,"1,201",2016
Martin Piller,59,58.97,470,797,2016
Sean O'Hair,89,58.84,732,"1,244",2016
Rickie Fowler,80,58.69,635,"1,082",2016
Brandt Snedeker,93,58.69,733,"1,249",2016
Daniel Summerhays,99,58.65,810,"1,381",2016
Michael Kim,100,58.64,787,"1,342",2016
Brooks Koepka,75,58.60,576,983,2016
Steve Marino,72,58.46,556,951,2016
Jason Kokrak,89,58.41,726,"1,243",2016
Stewart Cink,61,58.40,497,851,2016
Shawn Stefani,91,58.40,709,"1,214",2016
Hiroshi Iwata,85,58.34,675,"1,157",2016
Jordan Spieth,80,58.14,618,"1,063",2016
Ángel Cabrera,62,58.06,504,868,2016
Brendon Todd,66,58.02,510,879,2016
Tyler Aldridge,83,57.95,638,"1,101",2016
Justin Rose,65,57.90,502,867,2016
Ryan Palmer,86,57.88,694,"1,199",2016
Morgan Hoffmann,71,57.80,541,936,2016
Jonas Blixt,79,57.79,612,"1,059",2016
Patrick Rodgers,89,57.74,686,"1,188",2016
Matt Jones,83,57.55,644,"1,119",2016
Robert Streb,87,57.48,676,"1,176",2016
Chad Collins,73,57.41,585,"1,019",2016
Jamie Lovemark,91,57.32,728,"1,270",2016
Bronson Burgoon,83,57.30,632,"1,103",2016
Nick Taylor,83,57.21,631,"1,103",2016
Dustin Johnson,87,57.17,658,"1,151",2016
Hunter Mahan,61,57.13,485,849,2016
Scott Stallings,74,56.95,557,978,2016
Dawie van der Walt,72,56.89,557,979,2016
Charl Schwartzel,73,56.86,555,976,2016
Vijay Singh,72,56.73,569,"1,003",2016
Luke Donald,81,56.69,640,"1,129",2016
Gary Woodland,95,56.69,720,"1,270",2016
Daniel Berger,92,56.68,704,"1,242",2016
Chesson Hadley,81,56.58,623,"1,101",2016
Jhonattan Vegas,97,56.57,736,"1,301",2016
Retief Goosen,55,56.40,432,766,2016
Anirban Lahiri,72,56.31,544,966,2016
Patrick Reed,105,55.96,775,"1,385",2016
Tom Hoge,81,55.81,600,"1,075",2016
Adam Scott,79,55.55,591,"1,064",2016
Luke Guthrie,57,55.53,427,769,2016
Aaron Baddeley,93,55.42,690,"1,245",2016
Rob Oppenheim,67,55.28,487,881,2016
Patton Kizzire,93,55.23,686,"1,242",2016
Branden Grace,63,55.14,461,836,2016
Martin Laird,82,55.14,601,"1,090",2016
Bubba Watson,72,55.11,534,969,2016
Robert Allenby,51,55.06,392,712,2016
Harris English,97,55.01,746,"1,356",2016
Phil Mickelson,75,54.82,552,"1,007",2016
Charley Hoffman,91,54.80,673,"1,228",2016
Andres Gonzales,80,54.55,594,"1,089",2016
Ricky Barnes,97,54.27,705,"1,299",2016
Justin Thomas,99,53.94,725,"1,344",2016
Robert Garrigus,69,53.91,490,909,2016
Erik Compton,65,53.64,472,880,2016
Ernie Els,66,52.93,488,922,2016
Smylie Kaufman,91,52.91,654,"1,236",2016
Tyrone Van Aswegen,105,52.91,754,"1,425",2016
