Player Name,Rounds,Fairway Percentage,Fairways Hit,Possible Fairways,Year
Chris DiMarco,83,69.24,761,"1,099",2012
Gary Christian,91,68.95,817,"1,185",2012
Richard Lee,71,68.72,624,908,2012
John Huh,99,68.69,950,"1,383",2012
Mark Wilson,84,68.62,748,"1,090",2012
Chez Reavie,83,68.57,792,"1,155",2012
Zach Johnson,95,68.53,897,"1,309",2012
Colt Knost,79,68.00,731,"1,075",2012
John Mallinger,74,67.93,661,973,2012
Hunter Mahan,88,67.74,777,"1,147",2012
Brian Davis,91,67.24,815,"1,212",2012
Jeff Maggert,83,67.16,777,"1,157",2012
Russell Knox,72,67.03,618,922,2012
Jason Dufner,83,66.90,764,"1,142",2012
Billy Horschel,63,66.58,512,769,2012
Tom Gillis,75,66.09,690,"1,044",2012
John Senden,81,65.93,716,"1,086",2012
Kevin Na,80,65.91,727,"1,103",2012
Kris Blanks,65,65.84,586,890,2012
Blake Adams,107,65.83,946,"1,437",2012
Justin Rose,69,65.82,624,948,2012
Ryan Moore,89,65.75,816,"1,241",2012
Ken Duke,104,65.69,915,"1,393",2012
Chris Couch,61,65.49,537,820,2012
Stuart Appleby,75,65.45,648,990,2012
Brian Harman,101,65.44,922,"1,409",2012
Roberto Castro,92,65.36,785,"1,201",2012
Will Claxton,99,65.36,866,"1,325",2012
Billy Mayfair,90,65.20,783,"1,201",2012
Luke Donald,63,65.16,563,864,2012
Boo Weekley,74,65.15,600,921,2012
Ian Poulter,57,65.13,510,783,2012
Kevin Stadler,85,65.09,701,"1,077",2012
Gavin Coles,72,65.08,600,922,2012
Matt Kuchar,86,65.06,743,"1,142",2012
Jason Bohn,81,65.00,678,"1,043",2012
Bo Van Pelt,84,64.79,749,"1,156",2012
Scott Dunlap,57,64.66,461,713,2012
D.A. Points,88,64.66,796,"1,231",2012
John Merrick,83,64.46,711,"1,103",2012
Rickie Fowler,84,64.43,748,"1,161",2012
Cameron Tringale,88,64.41,789,"1,225",2012
Ben Crane,73,64.36,650,"1,010",2012
John Rollins,81,64.25,690,"1,074",2012
"Ted Potter, Jr.",77,64.18,654,"1,019",2012
Henrik Stenson,51,64.13,422,658,2012
K.J. Choi,71,64.08,628,980,2012
Tiger Woods,69,63.93,599,937,2012
Bill Haas,79,63.62,696,"1,094",2012
Alexandre Rocha,62,63.47,497,783,2012
Brendan Steele,77,63.44,649,"1,023",2012
Brendon de Jonge,115,63.42,983,"1,550",2012
Nick O'Hern,78,63.34,653,"1,031",2012
Steve Stricker,73,63.31,623,984,2012
David Mathis,83,63.22,679,"1,074",2012
J.J. Henry,93,63.18,748,"1,184",2012
Rod Pampling,88,62.72,700,"1,116",2012
Kyle Thompson,51,62.65,411,656,2012
Brandt Jobe,57,62.48,463,741,2012
Louis Oosthuizen,65,62.41,548,878,2012
Steve Wheatcroft,56,62.37,436,699,2012
Pat Perez,81,62.33,685,"1,099",2012
Johnson Wagner,88,62.32,769,"1,234",2012
Chris Stroud,86,62.31,749,"1,202",2012
David Hearn,95,62.25,826,"1,327",2012
Charley Hoffman,88,62.23,763,"1,226",2012
Rocco Mediate,70,62.22,555,892,2012
Roland Thatcher,55,62.19,426,685,2012
Lee Westwood,60,62.17,470,756,2012
Brian Gay,91,62.10,752,"1,211",2012
Geoff Ogilvy,73,62.01,622,"1,003",2012
Camilo Villegas,79,62.01,666,"1,074",2012
Greg Chalmers,88,62.00,752,"1,213",2012
Daniel Summerhays,81,61.93,667,"1,077",2012
Jeff Overton,101,61.91,837,"1,352",2012
Stephen Ames,54,61.88,448,724,2012
Hunter Haas,69,61.82,544,880,2012
Kyle Reifers,86,61.70,704,"1,141",2012
Cameron Beckman,81,61.67,663,"1,075",2012
Keegan Bradley,90,61.65,762,"1,236",2012
Charlie Wi,86,61.65,738,"1,197",2012
Kevin Streelman,89,61.63,747,"1,212",2012
Vijay Singh,99,61.62,851,"1,381",2012
Bryce Molder,83,61.59,680,"1,104",2012
Webb Simpson,77,61.47,654,"1,064",2012
Charl Schwartzel,56,61.41,463,754,2012
Dicky Pride,62,61.38,464,756,2012
D.J. Trahan,73,61.33,590,962,2012
Josh Teater,97,61.30,795,"1,297",2012
Tom Pernice Jr.,62,61.26,495,808,2012
Sergio Garcia,57,61.15,477,780,2012
George McNeill,85,61.14,689,"1,127",2012
Arjun Atwal,79,61.12,621,"1,016",2012
Kevin Kisner,69,61.10,520,851,2012
Y.E. Yang,64,61.06,530,868,2012
Rory Sabbatini,84,61.04,716,"1,173",2012
Matt Every,80,60.89,646,"1,061",2012
Bob Estes,78,60.72,660,"1,087",2012
Vaughn Taylor,81,60.59,635,"1,048",2012
William McGirt,96,60.58,776,"1,281",2012
Billy Hurley III,70,60.56,559,923,2012
Brandt Snedeker,81,60.50,657,"1,086",2012
Graham DeLaet,79,60.36,632,"1,047",2012
Justin Leonard,79,60.34,630,"1,044",2012
Bud Cauley,99,60.33,832,"1,379",2012
Scott Brown,65,60.22,495,822,2012
Chad Campbell,84,60.19,706,"1,173",2012
Greg Owen,90,60.16,755,"1,255",2012
Patrick Sheehan,58,60.11,437,727,2012
Garth Mulroy,59,60.10,479,797,2012
Sean O'Hair,84,59.98,706,"1,177",2012
Tim Herron,88,59.93,736,"1,228",2012
Padraig Harrington,67,59.86,525,877,2012
Trevor Immelman,76,59.70,634,"1,062",2012
Chris Kirk,93,59.70,745,"1,248",2012
Adam Scott,59,59.61,484,812,2012
Kyle Stanley,86,59.49,699,"1,175",2012
Harris English,98,59.47,813,"1,367",2012
Michael Thompson,80,59.43,662,"1,114",2012
Robert Allenby,76,59.34,629,"1,060",2012
Seung-Yul Noh,105,59.34,804,"1,355",2012
Martin Laird,77,59.16,604,"1,021",2012
Davis Love III,64,59.11,529,895,2012
Bill Lunde,83,59.10,617,"1,044",2012
Nathan Green,73,58.97,536,909,2012
Jonas Blixt,72,58.90,576,978,2012
Nick Watney,97,58.86,774,"1,315",2012
Bubba Watson,68,58.84,546,928,2012
Brendon Todd,78,58.77,573,975,2012
Bobby Gates,87,58.60,678,"1,157",2012
Erik Compton,81,58.33,595,"1,020",2012
Charlie Beljan,61,58.19,430,739,2012
Ricky Barnes,92,58.10,714,"1,229",2012
Scott Stallings,78,58.10,635,"1,093",2012
Sangmoon Bae,81,58.08,622,"1,071",2012
Freddie Jacobson,61,57.98,487,840,2012
Ryan Palmer,81,57.95,656,"1,132",2012
Jonathan Byrd,69,57.88,551,952,2012
Miguel Angel Carballo,73,57.88,525,907,2012
Mathew Goggin,65,57.86,493,852,2012
Carl Pettersson,92,57.63,740,"1,284",2012
Sung Kang,75,57.53,569,989,2012
Danny Lee,74,57.44,529,921,2012
Spencer Levin,81,57.30,632,"1,103",2012
Tommy Biershenk,74,57.22,543,949,2012
Ángel Cabrera,54,57.02,398,698,2012
Kevin Chappell,91,56.73,687,"1,211",2012
Ernie Els,80,56.71,617,"1,088",2012
Rory McIlroy,60,56.61,428,756,2012
Robert Garrigus,89,56.58,701,"1,239",2012
Dustin Johnson,70,56.30,527,936,2012
Ryuji Imada,78,56.13,595,"1,060",2012
J.J. Killeen,101,56.09,728,"1,298",2012
Scott Piercy,95,56.06,745,"1,329",2012
Marco Dawson,60,56.04,422,753,2012
Edward Loar,59,56.01,415,741,2012
John Daly,50,55.78,357,640,2012
Tommy Gainey,98,55.63,761,"1,368",2012
Matt Jones,53,55.49,379,683,2012
Robert Karlsson,54,55.22,402,728,2012
Marc Leishman,84,55.20,647,"1,172",2012
Andres Romero,68,54.90,459,836,2012
Harrison Frazar,56,54.68,415,759,2012
Charles Howell III,98,54.60,748,"1,370",2012
Gary Woodland,70,54.55,527,966,2012
J.B. Holmes,90,54.40,624,"1,147",2012
Phil Mickelson,79,54.31,599,"1,103",2012
Aaron Baddeley,73,54.30,549,"1,011",2012
Jason Kokrak,79,53.92,564,"1,046",2012
Martin Flores,95,53.58,696,"1,299",2012
Stewart Cink,71,53.43,499,934,2012
Ryo Ishikawa,54,53.28,357,670,2012
Jhonattan Vegas,77,53.09,558,"1,051",2012
Jimmy Walker,101,52.74,742,"1,407",2012
Troy Matteson,100,52.67,690,"1,310",2012
Troy Kelly,68,52.60,455,865,2012
Jason Day,57,52.48,402,766,2012
Matt Bettencourt,80,52.29,525,"1,004",2012
Mark Anderson,75,52.23,504,965,2012
Derek Lamely,64,52.08,450,864,2012
Michael Bradley,63,51.88,428,825,2012
James Driscoll,83,51.32,564,"1,099",2012
Stephen Gangluff,57,49.93,356,713,2012
Daniel Chopra,55,47.27,337,713,2012
Joe Durant,71,75.65,727,961,2011
Heath Slocum,89,74.92,923,"1,232",2011
Jerry Kelly,85,73.30,818,"1,116",2011
Brian Gay,90,72.77,871,"1,197",2011
Ben Curtis,66,71.91,663,922,2011
David Toms,78,71.82,739,"1,029",2011
Nick O'Hern,89,71.67,850,"1,186",2011
Zach Johnson,79,71.06,776,"1,092",2011
Billy Mayfair,94,70.41,885,"1,257",2011
Brian Davis,105,70.33,"1,029","1,463",2011
Aron Price,58,70.29,511,727,2011
Chris Riley,76,70.19,704,"1,003",2011
Justin Hicks,60,69.88,508,727,2011
Steve Elkington,50,69.58,485,697,2011
Paul Goydos,81,69.00,779,"1,129",2011
Rocco Mediate,53,68.91,512,743,2011
Briny Baird,60,68.74,519,755,2011
Jim Furyk,87,68.00,818,"1,203",2011
Garrett Willis,71,67.85,652,961,2011
Mark Wilson,89,67.63,819,"1,211",2011
Jason Bohn,74,67.48,664,984,2011
Stephen Ames,69,67.44,611,906,2011
Johnson Wagner,81,67.35,724,"1,075",2011
Chez Reavie,92,67.32,863,"1,282",2011
John Merrick,71,67.31,593,881,2011
Ben Crane,76,67.06,688,"1,026",2011
Shane Bertsch,62,67.05,525,783,2011
John Rollins,85,66.84,772,"1,155",2011
David Mathis,83,66.82,719,"1,076",2011
John Senden,94,66.82,876,"1,311",2011
Boo Weekley,66,66.74,578,866,2011
Rod Pampling,72,66.70,597,895,2011
Chris DiMarco,93,66.67,828,"1,242",2011
Bryce Molder,82,66.46,741,"1,115",2011
D.A. Points,89,66.45,826,"1,243",2011
J.J. Henry,96,66.43,851,"1,281",2011
Alex Cejka,59,66.42,544,819,2011
Graeme McDowell,50,66.31,439,662,2011
Billy Horschel,75,66.22,637,962,2011
Woody Austin,59,66.21,488,737,2011
Kent Jones,76,66.13,654,989,2011
Colt Knost,80,66.02,682,"1,033",2011
Brandt Jobe,100,65.87,882,"1,339",2011
Jason Dufner,78,65.81,714,"1,085",2011
Blake Adams,116,65.79,"1,027","1,561",2011
Michael Connell,76,65.79,698,"1,061",2011
Justin Leonard,82,65.29,745,"1,141",2011
Dean Wilson,62,65.27,562,861,2011
Chris Couch,73,64.96,660,"1,016",2011
Brendan Steele,89,64.83,787,"1,214",2011
Ian Poulter,52,64.76,465,718,2011
Matt Kuchar,94,64.75,799,"1,234",2011
Tim Petrovic,88,64.73,758,"1,171",2011
Scott McCarron,65,64.63,550,851,2011
Matt McQuillan,59,64.45,495,768,2011
J.P. Hayes,56,64.36,484,752,2011
Luke Donald,73,64.29,603,938,2011
Vaughn Taylor,89,64.22,797,"1,241",2011
Tom Gillis,55,64.11,493,769,2011
Brendon de Jonge,105,64.04,901,"1,407",2011
Brandt Snedeker,85,64.02,758,"1,184",2011
Adam Scott,60,63.98,531,830,2011
Rich Beem,53,63.87,472,739,2011
Hunter Haas,96,63.76,818,"1,283",2011
Kevin Streelman,90,63.72,801,"1,257",2011
Pat Perez,76,63.64,674,"1,059",2011
Bill Haas,93,63.59,819,"1,288",2011
Bo Van Pelt,92,63.59,800,"1,258",2011
Spencer Levin,113,63.53,965,"1,519",2011
Richard Johnson,64,63.46,514,810,2011
Ben Martin,74,63.43,621,979,2011
David Hearn,88,63.36,709,"1,119",2011
Chad Campbell,99,63.31,856,"1,352",2011
Justin Rose,79,63.27,682,"1,078",2011
Kevin Stadler,88,63.25,704,"1,113",2011
Kris Blanks,92,63.11,792,"1,255",2011
Ryan Moore,79,63.10,660,"1,046",2011
Fabián Gómez,84,63.08,668,"1,059",2011
Lee Janzen,62,63.04,493,782,2011
Marc Turnesa,54,62.93,455,723,2011
Robert Allenby,84,62.91,731,"1,162",2011
Geoff Ogilvy,69,62.89,578,919,2011
Hunter Mahan,92,62.85,785,"1,249",2011
Daniel Summerhays,75,62.83,639,"1,017",2011
Steve Stricker,70,62.47,606,970,2011
Greg Chalmers,88,62.42,749,"1,200",2011
Carl Pettersson,95,62.29,811,"1,302",2011
Alexandre Rocha,65,62.23,496,797,2011
Y.E. Yang,63,62.23,514,826,2011
Troy Merritt,63,62.04,528,851,2011
K.J. Choi,77,61.99,649,"1,047",2011
Webb Simpson,98,61.93,846,"1,366",2011
Sung Kang,63,61.82,510,825,2011
Trevor Immelman,84,61.74,723,"1,171",2011
Charl Schwartzel,58,61.73,484,784,2011
Keegan Bradley,91,61.50,746,"1,213",2011
Andres Gonzales,60,61.49,447,727,2011
Josh Teater,104,61.48,841,"1,368",2011
Retief Goosen,50,61.44,419,682,2011
Steve Flesch,88,61.43,720,"1,172",2011
Charlie Wi,83,61.35,711,"1,159",2011
Roland Thatcher,67,61.16,570,932,2011
Bill Lunde,92,61.11,751,"1,229",2011
Cameron Beckman,71,61.05,572,937,2011
Lucas Glover,74,61.05,630,"1,032",2011
Cameron Tringale,110,60.99,902,"1,479",2011
Steve Marino,76,60.98,647,"1,061",2011
Nate Smith,66,60.98,511,838,2011
Kevin Kisner,70,60.96,545,894,2011
Freddie Jacobson,92,60.82,714,"1,174",2011
William McGirt,103,60.78,840,"1,382",2011
Jeff Overton,92,60.46,769,"1,272",2011
Ryuji Imada,83,60.36,699,"1,158",2011
Charley Hoffman,93,60.34,776,"1,286",2011
Jonathan Byrd,83,60.33,692,"1,147",2011
Michael Thompson,79,60.14,614,"1,021",2011
Ernie Els,71,60.10,583,970,2011
Bobby Gates,82,60.10,619,"1,030",2011
Chris Stroud,88,60.03,703,"1,171",2011
George McNeill,69,59.95,509,849,2011
D.J. Trahan,91,59.81,759,"1,269",2011
Vijay Singh,79,59.67,657,"1,101",2011
Joseph Bramlett,73,59.54,540,907,2011
Kyle Stanley,98,59.52,747,"1,255",2011
Davis Love III,70,59.45,582,979,2011
Nathan Green,81,59.44,639,"1,075",2011
Jim Renner,65,59.10,471,797,2011
Paul Stankowski,78,59.05,594,"1,006",2011
Kevin Chappell,78,59.00,593,"1,005",2011
Tommy Gainey,104,58.97,822,"1,394",2011
Jarrod Lyle,83,58.86,648,"1,101",2011
Troy Matteson,91,58.83,713,"1,212",2011
Ricky Barnes,78,58.55,637,"1,088",2011
Martin Laird,77,58.51,619,"1,058",2011
Stuart Appleby,65,58.20,529,909,2011
Nick Watney,80,58.15,624,"1,073",2011
Gary Woodland,93,58.07,752,"1,295",2011
Scott Gutschewski,67,58.06,479,825,2011
Sergio Garcia,61,58.00,493,850,2011
Camilo Villegas,69,57.98,552,952,2011
Andres Romero,77,57.80,604,"1,045",2011
Kevin Na,84,57.66,674,"1,169",2011
Charles Howell III,108,57.51,835,"1,452",2011
Will Strickler,51,57.38,377,657,2011
Alex Prugh,82,57.35,624,"1,088",2011
Tim Herron,85,57.29,648,"1,131",2011
Dustin Johnson,72,57.17,570,997,2011
Zack Miller,86,57.06,651,"1,141",2011
Michael Bradley,74,57.03,556,975,2011
Tag Ridings,87,56.99,644,"1,130",2011
Jim Herman,69,56.98,486,853,2011
Bubba Watson,85,56.92,629,"1,105",2011
Scott Stallings,84,56.91,618,"1,086",2011
Scott Piercy,78,56.81,588,"1,035",2011
Robert Karlsson,61,56.78,469,826,2011
Rory Sabbatini,85,56.74,640,"1,128",2011
Rickie Fowler,84,56.70,643,"1,134",2011
Joe Ogilvie,75,56.62,530,936,2011
Stewart Cink,72,56.58,520,919,2011
Matt Bettencourt,84,56.51,664,"1,175",2011
Chris Kirk,87,56.47,685,"1,213",2011
Arjun Atwal,91,56.31,718,"1,275",2011
James Driscoll,71,55.79,506,907,2011
Sean O'Hair,71,55.78,545,977,2011
Shaun Micheel,77,55.71,566,"1,016",2011
Aaron Baddeley,77,55.67,584,"1,049",2011
Matt Jones,71,55.52,548,987,2011
D.J. Brigman,67,55.27,456,825,2011
Steven Bowditch,86,55.12,630,"1,143",2011
Ángel Cabrera,50,54.97,354,644,2011
Michael Putnam,67,54.72,481,879,2011
Jason Day,76,54.70,559,"1,022",2011
Jhonattan Vegas,84,54.65,611,"1,118",2011
Marc Leishman,87,54.41,660,"1,213",2011
Martin Piller,63,54.00,445,824,2011
Ryan Palmer,82,53.76,601,"1,118",2011
Phil Mickelson,79,53.20,573,"1,077",2011
Jimmy Walker,79,53.13,586,"1,103",2011
Padraig Harrington,60,52.98,436,823,2011
Robert Garrigus,83,52.97,616,"1,163",2011
Bio Kim,71,52.87,479,906,2011
J.B. Holmes,57,52.09,386,741,2011
David Duval,67,51.88,484,933,2011
Harrison Frazar,58,51.49,416,808,2011
Derek Lamely,65,50.57,446,882,2011
Anthony Kim,72,46.99,469,998,2011
Omar Uresti,74,76.08,719,945,2010
Joe Durant,67,75.94,644,848,2010
Brian Gay,101,74.00,"1,016","1,373",2010
Tim Clark,88,73.72,875,"1,187",2010
Craig Bowden,56,72.86,518,711,2010
Heath Slocum,97,72.42,948,"1,309",2010
David Toms,86,71.88,851,"1,184",2010
Zach Johnson,93,71.24,914,"1,283",2010
Ben Crane,85,71.13,818,"1,150",2010
Jim Furyk,76,71.01,735,"1,035",2010
Richard Johnson,90,70.92,817,"1,152",2010
Paul Goydos,78,70.58,770,"1,091",2010
Jerry Kelly,99,70.50,939,"1,332",2010
Garrett Willis,82,70.44,765,"1,086",2010
Jeff Quinney,91,70.34,849,"1,207",2010
Alex Cejka,81,70.31,772,"1,098",2010
Billy Mayfair,78,70.29,686,976,2010
Chris DiMarco,88,70.13,817,"1,165",2010
Ben Curtis,78,70.07,768,"1,096",2010
Jay Williamson,76,69.87,661,946,2010
Skip Kendall,58,69.63,486,698,2010
Justin Leonard,89,69.46,855,"1,231",2010
John Mallinger,78,69.34,735,"1,060",2010
Jason Dufner,87,69.24,842,"1,216",2010
Chad Campbell,94,69.01,895,"1,297",2010
Mark Wilson,87,68.85,798,"1,159",2010
Chris Riley,73,68.70,641,933,2010
Cliff Kresge,50,68.59,439,640,2010
Tom Gillis,97,68.54,926,"1,351",2010
Steve Stricker,73,68.50,696,"1,016",2010
Brian Davis,101,68.35,961,"1,406",2010
Rocco Mediate,71,68.27,654,958,2010
Vaughn Taylor,87,68.26,828,"1,213",2010
Scott Verplank,74,68.16,700,"1,027",2010
Steve Elkington,74,68.01,640,941,2010
Ryan Moore,80,67.99,754,"1,109",2010
Kenny Perry,69,67.99,650,956,2010
Hunter Mahan,85,67.94,801,"1,179",2010
Matt Kuchar,97,67.89,907,"1,336",2010
Jeff Maggert,76,67.55,639,946,2010
Tim Petrovic,105,67.37,989,"1,468",2010
Dean Wilson,54,67.37,450,668,2010
Scott McCarron,90,67.36,842,"1,250",2010
Brent Delahoussaye,57,67.28,477,709,2010
Aron Price,70,67.23,601,894,2010
John Senden,103,67.22,970,"1,443",2010
Boo Weekley,88,67.14,750,"1,117",2010
Tom Pernice Jr.,74,66.95,622,929,2010
Jason Bohn,84,66.89,782,"1,169",2010
Kevin Sutherland,86,66.89,798,"1,193",2010
Kris Blanks,91,66.87,773,"1,156",2010
Blake Adams,84,66.84,762,"1,140",2010
John Merrick,109,66.71,942,"1,412",2010
Woody Austin,93,66.48,823,"1,238",2010
Stephen Ames,75,66.47,686,"1,032",2010
Kevin Na,94,66.46,864,"1,300",2010
Will MacKenzie,72,66.33,666,"1,004",2010
Justin Bolli,55,66.28,452,682,2010
Steve Flesch,78,66.02,678,"1,027",2010
K.J. Choi,82,65.99,720,"1,091",2010
Charles Warren,64,65.93,534,810,2010
Chris Couch,66,65.87,606,920,2010
James Nitties,92,65.69,785,"1,195",2010
Kevin Streelman,90,65.64,787,"1,199",2010
Brendon de Jonge,114,65.51,965,"1,473",2010
Briny Baird,87,65.45,756,"1,155",2010
Rod Pampling,77,65.45,701,"1,071",2010
Paul Stankowski,62,65.38,493,754,2010
Mathew Goggin,85,65.24,775,"1,188",2010
Pat Perez,90,65.23,820,"1,257",2010
Bo Van Pelt,104,65.23,953,"1,461",2010
Justin Rose,78,65.17,711,"1,091",2010
Spencer Levin,110,65.12,924,"1,419",2010
J.J. Henry,92,65.07,760,"1,168",2010
J.P. Hayes,79,64.91,677,"1,043",2010
Retief Goosen,75,64.79,646,997,2010
Robert Allenby,76,64.75,676,"1,044",2010
Henrik Bjornstad,72,64.74,595,919,2010
Graham DeLaet,88,64.74,740,"1,143",2010
John Rollins,81,64.58,733,"1,135",2010
D.A. Points,90,64.52,811,"1,257",2010
Y.E. Yang,72,64.31,638,992,2010
Mathias Grönberg,61,64.28,493,767,2010
Brandt Snedeker,89,64.27,795,"1,237",2010
Davis Love III,79,64.20,712,"1,109",2010
Rickie Fowler,98,64.19,882,"1,374",2010
Charlie Wi,95,64.19,848,"1,321",2010
Bill Haas,87,64.17,779,"1,214",2010
Steve Wheatcroft,74,64.12,588,917,2010
Trevor Immelman,55,64.07,494,771,2010
Nicholas Thompson,88,64.04,748,"1,168",2010
Stewart Cink,84,63.98,723,"1,130",2010
Sean O'Hair,84,63.98,739,"1,155",2010
Kevin Johnson,62,63.85,498,780,2010
Sergio Garcia,58,63.75,466,731,2010
Cameron Beckman,68,63.72,569,893,2010
Josh Teater,101,63.69,877,"1,377",2010
Michael Letzig,84,63.47,742,"1,169",2010
Michael Connell,89,63.40,717,"1,131",2010
Jarrod Lyle,54,63.40,407,642,2010
Michael Sim,64,63.35,560,884,2010
Vijay Singh,75,63.28,660,"1,043",2010
Bryce Molder,84,63.16,703,"1,113",2010
Ryuji Imada,90,63.11,792,"1,255",2010
Brian Stuard,81,63.09,658,"1,043",2010
Chris Tidland,77,63.08,644,"1,021",2010
Chris Stroud,90,62.98,718,"1,140",2010
Jeff Gove,57,62.96,447,710,2010
Kevin Stadler,86,62.96,685,"1,088",2010
Adam Scott,70,62.93,601,955,2010
Lucas Glover,75,62.84,656,"1,044",2010
Carl Pettersson,99,62.82,794,"1,264",2010
Ian Poulter,55,62.72,434,692,2010
Shaun Micheel,70,62.67,544,868,2010
Rory McIlroy,54,62.64,461,736,2010
Nick Watney,91,62.63,776,"1,239",2010
Johnson Wagner,85,62.59,706,"1,128",2010
Roger Tambellini,77,62.57,600,959,2010
Greg Kraft,52,62.50,400,640,2010
Luke Donald,71,62.36,593,951,2010
Mark Calcavecchia,50,62.18,370,595,2010
Freddie Jacobson,83,62.16,721,"1,160",2010
Matt Every,60,62.06,499,804,2010
Steve Marino,81,61.96,707,"1,141",2010
Steve Lowery,67,61.90,541,874,2010
Jerod Turner,54,61.66,394,639,2010
Camilo Villegas,78,61.66,624,"1,012",2010
Charley Hoffman,85,61.59,712,"1,156",2010
Jonathan Byrd,85,61.54,728,"1,183",2010
Greg Owen,69,61.46,590,960,2010
Andrew McLardy,52,61.43,411,669,2010
Bob Estes,79,61.41,673,"1,096",2010
D.J. Trahan,92,61.40,789,"1,285",2010
Paul Casey,64,61.31,504,822,2010
Nathan Green,86,61.00,732,"1,200",2010
Jeev Milkha Singh,59,60.94,440,722,2010
Bill Lunde,79,60.71,632,"1,041",2010
Garth Mulroy,53,60.70,414,682,2010
Ted Purdy,86,60.61,691,"1,140",2010
Webb Simpson,98,60.47,823,"1,361",2010
Michael Bradley,77,60.37,617,"1,022",2010
Troy Matteson,84,60.36,711,"1,178",2010
Rory Sabbatini,79,60.28,642,"1,065",2010
Chad Collins,87,60.27,663,"1,100",2010
Martin Laird,91,60.27,769,"1,276",2010
Brett Quigley,96,60.26,796,"1,321",2010
Ernie Els,72,60.16,592,984,2010
Roland Thatcher,72,60.04,601,"1,001",2010
Chris Wilson,65,59.93,492,821,2010
Lee Janzen,77,59.91,641,"1,070",2010
Greg Chalmers,93,59.80,772,"1,291",2010
Stuart Appleby,101,59.75,824,"1,379",2010
Brad Faxon,58,59.47,446,750,2010
Troy Merritt,86,59.37,694,"1,169",2010
Joe Ogilvie,99,59.32,767,"1,293",2010
Cameron Percy,73,58.93,561,952,2010
Cameron Tringale,55,58.71,401,683,2010
Alex Prugh,88,58.40,699,"1,197",2010
Ricky Barnes,103,58.37,840,"1,439",2010
Marc Leishman,87,58.37,715,"1,225",2010
Geoff Ogilvy,62,57.94,489,844,2010
Brett Wetterich,54,57.82,436,754,2010
Jason Day,82,57.78,665,"1,151",2010
Ryan Palmer,84,57.23,669,"1,169",2010
Matt Bettencourt,91,57.16,659,"1,153",2010
David Duval,71,57.08,548,960,2010
Matt Jones,89,57.07,706,"1,237",2010
James Driscoll,78,56.96,618,"1,085",2010
Padraig Harrington,57,56.70,444,783,2010
Aaron Baddeley,94,56.65,741,"1,308",2010
David Lutterus,69,56.61,497,878,2010
Dustin Johnson,83,56.35,652,"1,157",2010
Scott Piercy,88,56.03,688,"1,228",2010
Vance Veazey,58,55.88,404,723,2010
Robert Garrigus,71,55.73,506,908,2010
Bubba Watson,77,55.67,599,"1,076",2010
Jeff Overton,89,55.44,662,"1,194",2010
Andres Romero,73,55.05,561,"1,019",2010
Brenden Pappas,66,54.94,473,861,2010
Derek Lamely,81,54.84,572,"1,043",2010
Charles Howell III,103,54.58,751,"1,376",2010
Ángel Cabrera,64,54.49,485,890,2010
J.B. Holmes,100,54.45,764,"1,403",2010
George McNeill,79,54.34,601,"1,106",2010
Mike Weir,59,53.83,429,797,2010
Tim Herron,79,53.49,544,"1,017",2010
Rich Barcelo,70,52.80,471,892,2010
Phil Mickelson,76,52.66,564,"1,071",2010
John Daly,63,52.21,402,770,2010
Jimmy Walker,82,51.29,555,"1,082",2010
Daniel Chopra,74,51.27,526,"1,026",2010
Martin Flores,75,50.15,496,989,2010
