Player Name,Rounds,Average Score,Total Strokes,Total Adjustment,Total Rounds,Year
Harris English,97,70.463,"6,854",- 19.118,97,2016
Kevin Kisner,97,70.489,"6,626",- .014,94,2016
Kevin Chappell,93,70.501,"6,561",- 4.392,93,2016
J.B. Holmes,77,70.523,"5,243",- 24.291,74,2016
Lucas Glover,75,70.534,"5,275",15.059,75,2016
Billy Horschel,73,70.548,"4,971",- 32.637,70,2016
Marc Leishman,89,70.554,"6,066",1.621,86,2016
Russell Henley,76,70.558,"5,346",16.378,76,2016
Si Woo Kim,113,70.560,"7,667",24.029,109,2016
Chad Campbell,90,70.566,"6,326",24.984,90,2016
Jason Kokrak,89,70.570,"6,283",- 2.305,89,2016
Justin Thomas,99,70.571,"6,789",- 14.157,96,2016
Retief Goosen,55,70.581,"3,900",- 18.058,55,2016
Roberto Castro,97,70.588,"6,802",45.068,97,2016
Emiliano Grillo,93,70.637,"6,367",- 9.688,90,2016
Shane Lowry,57,70.640,"3,861",- 46.415,54,2016
Charley Hoffman,91,70.658,"6,254",- 36.127,88,2016
Chez Reavie,90,70.661,"6,047",29.831,86,2016
Alex Cejka,71,70.675,"4,693",42.247,67,2016
Sean O'Hair,89,70.677,"6,265",25.230,89,2016
Tim Wilkinson,72,70.704,"4,788",19.893,68,2016
John Senden,88,70.717,"6,067",14.666,86,2016
Adam Hadwin,93,70.719,"6,554",22.877,93,2016
Keegan Bradley,82,70.741,"5,803",- 2.261,82,2016
Luke List,79,70.754,"5,436",12.094,77,2016
Daniel Summerhays,99,70.771,"7,008",- 1.660,99,2016
Johnson Wagner,86,70.781,"6,063",24.159,86,2016
Ricky Barnes,97,70.784,"6,542",40.929,93,2016
Colt Knost,90,70.785,"6,093",- 5.509,86,2016
Tony Finau,95,70.797,"6,721",4.720,95,2016
Freddie Jacobson,86,70.809,"6,073",16.539,86,2016
Patrick Rodgers,89,70.833,"6,000",20.837,85,2016
Stewart Cink,61,70.846,"4,300",21.580,61,2016
Billy Hurley III,66,70.846,"4,676",- .160,66,2016
Robert Garrigus,69,70.848,"4,574",31.105,65,2016
Scott Piercy,87,70.855,"5,951",.778,84,2016
Brendan Steele,88,70.855,"5,955",- 3.178,84,2016
Sung Kang,89,70.856,"6,156",8.507,87,2016
Martin Laird,82,70.867,"5,510",17.605,78,2016
David Hearn,95,70.870,"6,699",33.690,95,2016
David Toms,62,70.872,"4,399",- 4.950,62,2016
Hudson Swafford,104,70.875,"7,335",36.020,104,2016
Aaron Baddeley,93,70.888,"6,277",32.063,89,2016
Jamie Lovemark,91,70.896,"6,434",17.557,91,2016
Graeme McDowell,63,70.899,"4,272",- 18.042,60,2016
Bryce Molder,80,70.901,"5,514",16.312,78,2016
Jhonattan Vegas,97,70.903,"6,561",32.943,93,2016
Ben Crane,80,70.908,"5,377",12.007,76,2016
Luke Donald,81,70.918,"5,741",3.389,81,2016
Chris Kirk,90,70.920,"6,023",5.196,85,2016
Patton Kizzire,93,70.921,"6,324",- 12.044,89,2016
Spencer Levin,104,70.927,"7,063",29.704,100,2016
Jerry Kelly,76,70.937,"5,367",24.240,76,2016
Stuart Appleby,71,70.950,"4,875",20.533,69,2016
Kyle Reifers,115,70.965,"7,850",27.156,111,2016
Scott Stallings,74,70.966,"4,957",10.588,70,2016
Kyle Stanley,92,70.986,"6,308",9.711,89,2016
Brett Stegmaier,87,70.995,"6,010",24.605,85,2016
Brian Harman,104,70.996,"7,350",33.611,104,2016
Boo Weekley,83,71.000,"5,867",25.974,83,2016
Smylie Kaufman,91,71.015,"6,241",8.282,88,2016
Vaughn Taylor,72,71.028,"5,122",- 7.987,72,2016
Blayne Barber,84,71.032,"5,658",24.573,80,2016
Padraig Harrington,54,71.032,"3,830",5.706,54,2016
Harold Varner III,92,71.045,"6,539",- 2.892,92,2016
David Lingmerth,84,71.050,"5,746",9.081,81,2016
Kevin Streelman,82,71.054,"5,837",- 10.560,82,2016
Willy Wilcox,67,71.055,"4,613",5.606,65,2016
Vijay Singh,72,71.057,"5,135",- 18.926,72,2016
Seung-Yul Noh,85,71.061,"5,746",9.927,81,2016
Derek Fathauer,94,71.073,"6,683",- 2.105,94,2016
Graham DeLaet,70,71.074,"4,687",3.876,66,2016
K.J. Choi,73,71.093,"5,178",11.754,73,2016
Scott Brown,88,71.098,"6,240",16.604,88,2016
Chris Stroud,82,71.101,"5,662",26.092,80,2016
John Huh,86,71.104,"6,018",25.807,85,2016
Danny Lee,93,71.118,"6,418",- 17.377,90,2016
Jason Bohn,67,71.126,"4,738",27.422,67,2016
Bronson Burgoon,83,71.132,"5,605",14.458,79,2016
Anirban Lahiri,72,71.139,"4,920",- 11.424,69,2016
Andrew Landry,53,71.143,"3,475",11.003,49,2016
Jon Curran,99,71.145,"7,017",26.365,99,2016
Henrik Norlander,71,71.157,"4,734",33.523,67,2016
Tyrone Van Aswegen,105,71.189,"7,245",16.310,102,2016
Jonas Blixt,79,71.190,"5,400",10.414,76,2016
Michael Kim,100,71.203,"6,814",21.511,96,2016
Michael Thompson,71,71.204,"4,814",27.886,68,2016
Jim Herman,93,71.206,"6,632",- 9.870,93,2016
Matt Jones,83,71.223,"5,693",4.817,80,2016
Robert Streb,87,71.223,"5,986",- 3.296,84,2016
Brian Stuard,66,71.242,"4,687",14.949,66,2016
James Hahn,85,71.245,"6,063",- 7.198,85,2016
Cameron Tringale,81,71.256,"5,467",19.740,77,2016
Nick Taylor,83,71.281,"5,597",34.210,79,2016
Ben Martin,92,71.282,"6,235",37.816,88,2016
Shawn Stefani,91,71.287,"6,177",24.956,87,2016
Thomas Aiken,70,71.326,"4,682",25.498,66,2016
Kelly Kraft,63,71.333,"4,178",30.654,59,2016
Fabián Gómez,82,71.346,"5,638",- 1.696,79,2016
Mark Hubbard,101,71.362,"6,899",23.102,97,2016
Ernie Els,66,71.371,"4,735",- 24.520,66,2016
Morgan Hoffmann,71,71.372,"4,766",15.939,67,2016
Dawie van der Walt,72,71.376,"4,971",25.301,70,2016
Will MacKenzie,84,71.402,"5,696",16.159,80,2016
Tyler Aldridge,83,71.412,"5,616",25.567,79,2016
Luke Guthrie,57,71.416,"3,893",34.896,55,2016
Andrew Loupe,75,71.423,"5,347",9.689,75,2016
Sam Saunders,69,71.427,"4,630",12.728,65,2016
Steve Wheatcroft,85,71.429,"5,772",13.731,81,2016
Rob Oppenheim,67,71.435,"4,498",2.413,63,2016
Mark Wilson,66,71.436,"4,413",16.010,62,2016
Camilo Villegas,83,71.440,"5,643",.748,79,2016
Tom Hoge,81,71.444,"5,489",12.168,77,2016
Geoff Ogilvy,63,71.464,"4,214",2.394,59,2016
Jeff Overton,69,71.466,"4,620",25.322,65,2016
Steve Marino,72,71.467,"4,848",11.774,68,2016
Whee Kim,82,71.472,"5,561",13.800,78,2016
Zac Blair,99,71.490,"6,769",22.503,95,2016
Scott Pinckney,87,71.524,"6,035",44.523,85,2016
Chad Collins,73,71.532,"5,206",15.813,73,2016
Chesson Hadley,81,71.541,"5,638",13.724,79,2016
Brendon de Jonge,83,71.603,"5,767",32.841,81,2016
Rod Pampling,54,71.607,"3,559",21.342,50,2016
Jason Gore,78,71.627,"5,276",24.362,74,2016
D.A. Points,55,71.655,"3,630",24.401,51,2016
Troy Merritt,77,71.674,"5,481",37.921,77,2016
Greg Owen,85,71.677,"5,778",27.859,81,2016
Andres Gonzales,80,71.681,"5,564",27.154,78,2016
Peter Malnati,85,71.686,"6,057",36.346,85,2016
Hiroshi Iwata,85,71.693,"5,932",18.496,83,2016
Wes Roach,59,71.700,"3,919",24.491,55,2016
Cameron Smith,73,71.759,"4,950",1.373,69,2016
Scott Langley,65,71.796,"4,488",35.167,63,2016
Martin Piller,59,71.813,"4,079",14.324,57,2016
George McNeill,51,71.848,"3,665",- .773,51,2016
Ken Duke,58,71.880,"3,890",- 8.477,54,2016
Erik Compton,65,71.884,"4,528",.668,63,2016
Carlos Ortiz,79,71.906,"5,382",10.948,75,2016
J.J. Henry,68,72.019,"4,744",9.257,66,2016
Derek Ernst,59,72.075,"4,076",32.301,57,2016
Rhein Gibson,58,72.086,"3,863",29.624,54,2016
Dicky Pride,55,72.102,"3,795",26.428,53,2016
Hunter Mahan,61,72.105,"4,405",- 6.615,61,2016
Abraham Ancer,51,72.137,"3,437",25.597,48,2016
Ángel Cabrera,62,72.175,"4,479",- 4.178,62,2016
Rory Sabbatini,57,72.451,"3,888",24.350,54,2016
Brendon Todd,66,72.728,"4,564",17.891,63,2016
Robert Allenby,51,73.117,"3,714",14.959,51,2016
D.H. Lee,61,73.415,"4,147",37.670,57,2016
Steven Bowditch,71,74.262,"5,268",4.574,71,2016
Jordan Spieth,91,68.938,"6,080",- 13.449,88,2015
Jason Day,75,69.161,"4,960",19.590,72,2015
Bubba Watson,71,69.296,"4,712",.139,68,2015
Henrik Stenson,63,69.354,"4,179",- 17.760,60,2015
Dustin Johnson,75,69.585,"5,027",- 16.865,72,2015
Justin Rose,69,69.744,"4,614",- 10.884,66,2015
Zach Johnson,90,69.753,"6,061",7.472,87,2015
Willy Wilcox,58,69.804,"3,741",28.416,54,2015
Paul Casey,87,69.806,"5,721",3.089,82,2015
Jim Furyk,71,69.845,"4,497",- 26.922,64,2015
Brooks Koepka,84,69.861,"5,666",- 7.282,81,2015
Hideki Matsuyama,95,69.940,"6,355",9.529,91,2015
Sergio Garcia,59,69.958,"3,937",- 19.340,56,2015
Matt Kuchar,97,70.040,"6,568",15.746,94,2015
Ryan Palmer,80,70.102,"5,410",- 12.171,77,2015
Justin Thomas,106,70.105,"7,379",52.153,106,2015
Kevin Na,98,70.121,"6,667",- 5.513,95,2015
Robert Streb,110,70.130,"7,685",29.255,110,2015
Brandt Snedeker,98,70.158,"6,660",4.975,95,2015
Louis Oosthuizen,68,70.160,"4,425",- 4.934,63,2015
Rickie Fowler,76,70.230,"5,064",- 7.406,72,2015
Jason Bohn,95,70.235,"6,623",49.308,95,2015
Harris English,105,70.235,"7,139",24.957,102,2015
Jimmy Walker,89,70.268,"6,047",- 3.991,86,2015
Tony Finau,106,70.281,"7,423",26.756,106,2015
Patrick Reed,103,70.292,"7,013",16.190,100,2015
Webb Simpson,81,70.310,"5,470",14.204,78,2015
Kevin Kisner,104,70.344,"7,300",15.824,104,2015
Jerry Kelly,79,70.383,"5,520",40.268,79,2015
Daniel Summerhays,101,70.397,"7,084",26.088,101,2015
Danny Lee,120,70.398,"8,409",38.814,120,2015
Brendan Steele,88,70.413,"5,892",22.690,84,2015
Russell Knox,96,70.421,"6,727",33.413,96,2015
Ian Poulter,68,70.421,"4,599",- 21.631,65,2015
Shawn Stefani,94,70.421,"6,594",25.574,94,2015
Rory Sabbatini,81,70.435,"5,670",35.259,81,2015
Keegan Bradley,87,70.450,"5,915",2.775,84,2015
Adam Scott,51,70.456,"3,401",- 19.095,48,2015
Francesco Molinari,56,70.458,"3,738",- 3.722,53,2015
George McNeill,93,70.478,"6,532",22.429,93,2015
Lee Westwood,56,70.484,"3,692",- 26.822,52,2015
Brendon Todd,96,70.533,"6,546",13.549,93,2015
Luke Donald,71,70.555,"5,025",- 15.622,71,2015
Marc Leishman,74,70.569,"4,945",- 5.166,70,2015
Daniel Berger,97,70.581,"6,806",40.320,97,2015
Russell Henley,87,70.581,"5,919",9.820,84,2015
J.B. Holmes,89,70.581,"5,995",4.362,85,2015
Phil Mickelson,70,70.585,"4,960",- 19.059,70,2015
Chad Campbell,97,70.604,"6,821",27.626,97,2015
Charley Hoffman,97,70.613,"6,625",12.664,94,2015
Patrick Rodgers,57,70.619,"3,715",27.815,53,2015
Jason Dufner,76,70.633,"5,171",- 14.757,73,2015
Brendon de Jonge,106,70.642,"7,451",37.009,106,2015
Brian Harman,90,70.647,"6,341",17.268,90,2015
William McGirt,103,70.647,"7,233",43.591,103,2015
Jason Kokrak,88,70.654,"6,192",25.521,88,2015
Pat Perez,96,70.666,"6,743",40.892,96,2015
Kevin Chappell,86,70.672,"6,064",13.755,86,2015
Bill Haas,89,70.672,"6,072",5.816,86,2015
Nick Watney,91,70.680,"6,404",27.855,91,2015
Chad Collins,79,70.681,"5,543",40.777,79,2015
Scott Piercy,90,70.688,"6,331",30.879,90,2015
Colt Knost,90,70.698,"6,035",44.985,86,2015
Zac Blair,108,70.714,"7,313",41.299,104,2015
Jim Herman,88,70.719,"6,182",41.232,88,2015
Graham DeLaet,65,70.720,"4,577",19.813,65,2015
Hudson Swafford,97,70.732,"6,675",44.506,95,2015
John Peterson,84,70.735,"5,912",29.772,84,2015
Vijay Singh,78,70.761,"5,496",23.347,78,2015
Martin Laird,77,70.772,"5,427",22.445,77,2015
Stewart Cink,77,70.774,"5,419",30.615,77,2015
Boo Weekley,79,70.775,"5,563",28.242,79,2015
Bryce Molder,91,70.779,"6,116",41.753,87,2015
Scott Brown,97,70.797,"6,828",39.329,97,2015
David Lingmerth,90,70.800,"6,339",32.969,90,2015
Johnson Wagner,68,70.807,"4,779",35.908,68,2015
Tom Hoge,83,70.812,"5,559",35.161,79,2015
Matt Jones,89,70.812,"6,057",32.825,86,2015
Ryan Moore,81,70.829,"5,513",11.665,78,2015
Jonathan Byrd,69,70.830,"4,561",42.918,65,2015
Steven Bowditch,103,70.835,"7,245",51.042,103,2015
Jeff Overton,94,70.836,"6,494",22.945,92,2015
Spencer Levin,99,70.837,"6,838",33.233,97,2015
David Hearn,97,70.843,"6,839",32.781,97,2015
Jon Curran,83,70.849,"5,575",22.069,79,2015
Kyle Reifers,96,70.854,"6,481",37.562,92,2015
Carl Pettersson,106,70.866,"7,483",28.810,106,2015
Charles Howell III,105,70.872,"7,409",32.575,105,2015
James Hahn,94,70.896,"6,638",26.178,94,2015
Martin Flores,95,70.919,"6,416",37.603,91,2015
Cameron Tringale,96,70.920,"6,812",- 3.651,96,2015
Ben Martin,93,70.950,"6,361",24.457,90,2015
Chris Kirk,76,70.959,"5,172",7.973,73,2015
Gary Woodland,81,70.982,"5,265",- 12.312,74,2015
Morgan Hoffmann,85,70.988,"6,023",10.946,85,2015
Mark Wilson,89,70.991,"6,001",33.219,85,2015
Adam Hadwin,95,71.021,"6,577",27.998,93,2015
Sean O'Hair,86,71.030,"6,067",41.548,86,2015
Scott Langley,94,71.032,"6,504",30.952,92,2015
Sangmoon Bae,98,71.036,"6,950",11.502,98,2015
John Huh,102,71.037,"7,132",42.752,101,2015
Cameron Percy,72,71.039,"4,933",39.709,70,2015
Billy Hurley III,83,71.043,"5,589",23.367,79,2015
Billy Horschel,99,71.050,"6,800",20.792,96,2015
Camilo Villegas,83,71.067,"5,899",- .401,83,2015
Steve Wheatcroft,87,71.072,"5,853",45.953,83,2015
Alex Prugh,84,71.089,"5,649",38.135,80,2015
John Senden,80,71.090,"5,334",- 2.262,75,2015
David Toms,62,71.092,"4,099",24.322,58,2015
Charl Schwartzel,67,71.093,"4,497",- 18.134,63,2015
Steven Alker,62,71.094,"4,219",46.629,60,2015
Whee Kim,71,71.097,"4,855",50.704,69,2015
Carlos Ortiz,100,71.098,"6,788",37.366,96,2015
Jamie Donaldson,50,71.102,"3,366",- 24.191,47,2015
Scott Pinckney,88,71.103,"6,220",37.088,88,2015
Alex Cejka,94,71.117,"6,497",45.773,92,2015
Hunter Mahan,88,71.124,"5,957",17.424,84,2015
Blayne Barber,76,71.127,"5,238",25.382,74,2015
Chez Reavie,56,71.146,"3,954",30.195,56,2015
Michael Putnam,87,71.156,"6,015",33.272,85,2015
Chris Stroud,84,71.194,"5,943",37.302,84,2015
Fabián Gómez,83,71.207,"5,886",24.207,83,2015
Luke Guthrie,84,71.211,"5,815",24.274,82,2015
Aaron Baddeley,76,71.218,"5,236",34.105,74,2015
Mark Hubbard,79,71.227,"5,435",49.463,77,2015
Erik Compton,86,71.228,"6,084",41.591,86,2015
Michael Thompson,83,71.230,"5,748",21.670,81,2015
Jonas Blixt,78,71.238,"5,251",20.583,74,2015
Ryo Ishikawa,90,71.246,"6,230",39.643,88,2015
Jason Gore,76,71.273,"5,090",41.636,72,2015
Kevin Streelman,95,71.282,"6,438",48.670,91,2015
Davis Love III,51,71.289,"3,626",9.723,51,2015
Lucas Glover,79,71.291,"5,612",20.007,79,2015
Ken Duke,93,71.306,"6,313",33.219,89,2015
Jhonattan Vegas,90,71.326,"6,103",31.075,86,2015
Roberto Castro,54,71.334,"3,552",14.704,50,2015
J.J. Henry,94,71.334,"6,384",36.026,90,2015
John Merrick,78,71.334,"5,249",29.747,74,2015
Brian Stuard,97,71.341,"6,603",31.673,93,2015
Greg Chalmers,58,71.363,"3,828",25.596,54,2015
K.J. Choi,66,71.372,"4,406",19.034,62,2015
Nicholas Thompson,90,71.396,"6,110",30.036,86,2015
Andres Gonzales,90,71.427,"6,105",37.721,86,2015
Andres Romero,69,71.427,"4,725",- 10.824,66,2015
Derek Fathauer,81,71.431,"5,481",19.201,77,2015
Derek Ernst,75,71.453,"5,054",19.158,71,2015
Brice Garnett,81,71.453,"5,619",25.798,79,2015
Troy Merritt,91,71.458,"6,473",29.674,91,2015
Seung-Yul Noh,65,71.465,"4,625",20.233,65,2015
Sung Joon Park,79,71.469,"5,477",26.119,77,2015
Bo Van Pelt,81,71.497,"5,621",27.290,79,2015
Gonzalo Fernandez-Castaño,81,71.500,"5,478",27.505,77,2015
Greg Owen,58,71.512,"4,114",33.680,58,2015
Justin Leonard,61,71.517,"4,339",23.548,61,2015
Geoff Ogilvy,50,71.559,"3,445",- 10.159,48,2015
Jonathan Randolph,72,71.606,"4,972",40.415,70,2015
Ricky Barnes,82,71.647,"5,559",29.492,78,2015
Brian Davis,86,71.656,"5,847",28.773,82,2015
Retief Goosen,81,71.667,"5,510",8.363,77,2015
Sam Saunders,83,71.668,"5,759",46.147,81,2015
Tyrone Van Aswegen,58,71.684,"3,836",34.922,54,2015
D.A. Points,72,71.701,"4,998",21.038,70,2015
Nick Taylor,91,71.716,"6,460",66.148,91,2015
Ángel Cabrera,53,71.734,"3,795",6.913,53,2015
Max Homa,78,71.763,"5,283",27.456,74,2015
Robert Garrigus,70,71.774,"4,721",16.085,66,2015
Bill Lunde,50,71.796,"3,266",36.602,46,2015
Chesson Hadley,101,71.798,"7,212",39.580,101,2015
Byron Smith,59,71.801,"3,905",44.048,55,2015
Ernie Els,57,71.830,"4,095",- .668,57,2015
Tim Wilkinson,73,71.944,"5,079",29.041,71,2015
Padraig Harrington,60,71.950,"4,321",- 4.027,60,2015
Scott Stallings,60,71.961,"4,302",15.664,60,2015
Ben Crane,62,71.975,"4,140",34.578,58,2015
Eric Axley,57,71.977,"3,927",31.739,55,2015
Charlie Beljan,76,72.010,"5,165",19.750,72,2015
Oscar Fraustro,58,72.080,"3,860",32.310,54,2015
Robert Allenby,63,72.102,"4,248",6.002,59,2015
Andrew Svoboda,80,72.119,"5,603",22.270,78,2015
Andrew Putnam,68,72.278,"4,605",20.813,64,2015
Heath Slocum,57,72.362,"3,802",33.179,53,2015
Matt Every,73,72.419,"5,090",- 20.667,70,2015
Jim Renner,68,72.431,"4,754",26.473,66,2015
Roger Sloan,56,72.533,"3,734",37.702,52,2015
Rory McIlroy,66,68.827,"4,433",- 28.062,64,2014
Sergio Garcia,61,68.950,"4,024",- 24.910,58,2014
Jim Furyk,84,69.200,"5,583",- 46.963,80,2014
Adam Scott,68,69.205,"4,725",- 19.082,68,2014
Matt Kuchar,91,69.416,"6,140",- 31.365,88,2014
Dustin Johnson,58,69.546,"3,983",- 18.878,57,2014
Justin Rose,70,69.624,"4,772",- 37.571,68,2014
Jason Day,54,69.626,"3,369",- 26.933,48,2014
Graeme McDowell,66,69.642,"4,353",- 35.204,62,2014
Charl Schwartzel,64,69.671,"4,344",- 24.368,62,2014
Bubba Watson,76,69.712,"5,108",- 19.027,73,2014
Jimmy Walker,98,69.789,"6,718",- 18.289,96,2014
Graham DeLaet,80,69.943,"5,545",- 19.480,79,2014
Jordan Spieth,102,69.946,"6,893",- 38.311,98,2014
Ryan Palmer,85,69.993,"5,955",- 5.559,85,2014
Kevin Na,94,69.996,"6,589",- 9.348,94,2014
Keegan Bradley,89,70.031,"6,181",- 18.270,88,2014
Brendon Todd,108,70.049,"7,587",- 21.683,108,2014
Brooks Koepka,56,70.052,"3,933",- 10.062,56,2014
Hideki Matsuyama,82,70.083,"5,635",- 28.380,80,2014
Harris English,95,70.094,"6,450",- 1.320,92,2014
Russell Knox,92,70.111,"6,454",- 3.801,92,2014
Bill Haas,107,70.132,"7,380",- 16.142,105,2014
Charles Howell III,106,70.134,"7,423",11.207,106,2014
Chris Kirk,105,70.150,"7,318",- 22.407,104,2014
Paul Casey,56,70.152,"3,949",- 20.474,56,2014
Marc Leishman,81,70.152,"5,635",- 22.875,80,2014
Zach Johnson,97,70.159,"6,741",- 5.748,96,2014
Henrik Stenson,56,70.166,"3,815",- 26.013,54,2014
Rickie Fowler,91,70.172,"5,985",- 20.420,85,2014
Webb Simpson,87,70.234,"5,914",- 14.341,84,2014
George McNeill,79,70.248,"5,560",- 10.391,79,2014
Gary Woodland,93,70.249,"6,490",- 27.086,92,2014
John Senden,99,70.270,"6,960",- 3.233,99,2014
Phil Mickelson,71,70.278,"5,023",- 33.289,71,2014
Jason Kokrak,65,70.307,"4,575",- 5.020,65,2014
Ryan Moore,86,70.344,"5,906",2.881,84,2014
Jerry Kelly,80,70.349,"5,609",18.913,80,2014
David Toms,64,70.350,"4,350",11.721,62,2014
Brian Harman,111,70.391,"7,809",4.410,111,2014
Charley Hoffman,93,70.464,"6,556",- 2.858,93,2014
Kevin Chappell,100,70.466,"6,763",1.761,96,2014
Martin Kaymer,65,70.468,"4,542",- 32.024,64,2014
Chris Stroud,88,70.476,"6,182",19.924,88,2014
Robert Streb,75,70.502,"5,002",3.642,71,2014
Carl Pettersson,91,70.520,"6,420",- 2.724,91,2014
Billy Horschel,92,70.521,"6,364",- 17.087,90,2014
Brian Stuard,91,70.549,"6,122",15.797,87,2014
Daniel Summerhays,98,70.566,"6,904",11.426,98,2014
Hunter Mahan,88,70.574,"6,041",- 42.206,85,2014
Chad Campbell,57,70.590,"3,724",17.290,53,2014
Patrick Reed,92,70.598,"6,371",- 17.156,90,2014
Stuart Appleby,92,70.599,"6,359",- 5.106,90,2014
Freddie Jacobson,91,70.604,"6,432",- 7.076,91,2014
Shawn Stefani,60,70.609,"4,243",- 6.444,60,2014
Kevin Stadler,90,70.620,"6,294",- 8.852,89,2014
Cameron Tringale,111,70.630,"7,855",- 15.119,111,2014
Luke Guthrie,85,70.638,"5,994",10.248,85,2014
Seung-Yul Noh,92,70.661,"6,503",- 2.224,92,2014
Scott Langley,95,70.662,"6,560",11.585,93,2014
Ricky Barnes,92,70.671,"6,200",19.038,88,2014
Brandt Snedeker,89,70.671,"6,169",- 20.582,87,2014
Ángel Cabrera,69,70.675,"4,902",- 25.426,69,2014
Will MacKenzie,82,70.685,"5,792",4.157,82,2014
Billy Hurley III,86,70.696,"6,082",- 2.153,86,2014
William McGirt,96,70.712,"6,763",25.354,96,2014
Andrew Svoboda,77,70.713,"5,431",13.935,77,2014
Tim Wilkinson,86,70.714,"5,803",- 4.433,82,2014
Camilo Villegas,95,70.716,"6,705",12.992,95,2014
Kevin Kisner,85,70.718,"6,005",6.069,85,2014
J.B. Holmes,86,70.721,"6,126",- 43.972,86,2014
Matt Every,85,70.722,"6,031",- 19.625,85,2014
Ian Poulter,57,70.722,"3,993",- 32.558,56,2014
Robert Garrigus,80,70.728,"5,658",.253,80,2014
Retief Goosen,94,70.728,"6,379",- 13.483,90,2014
Ben Martin,80,70.732,"5,657",1.571,80,2014
Jeff Overton,80,70.734,"5,354",21.757,76,2014
Luke Donald,57,70.735,"3,989",- 27.834,56,2014
Ernie Els,85,70.736,"5,619",- 30.856,79,2014
Heath Slocum,71,70.737,"4,871",9.883,69,2014
Tim Clark,75,70.738,"5,303",2.386,75,2014
Lee Westwood,57,70.738,"3,992",- 30.695,56,2014
Nick Watney,80,70.756,"5,327",- 20.281,75,2014
Aaron Baddeley,74,70.796,"5,122",- 24.714,72,2014
Brendan Steele,89,70.798,"6,015",2.810,85,2014
