Player Name,Events,Points,# of Wins,# of Top 10,Year
Matt Jones,16,143,,1,2012
Stephen Ames,17,142,,,2012
Tom Pernice Jr.,19,139,,1,2012
Ryuji Imada,24,113,,1,2012
Rich Beem,9,113,,,2012
Todd Hamilton,8,110,,1,2012
Fred Couples,4,108,,,2012
Patrick Sheehan,17,108,,,2012
Mathew Goggin,19,103,,,2012
Shaun Micheel,12,100,,,2012
Joe Ogilvie,17,98,,,2012
Jamie Lovemark,16,95,,,2012
Briny Baird,13,92,,,2012
Steve Wheatcroft,18,92,,,2012
Kenny Perry,5,85,,,2012
Marc Turnesa,9,83,,,2012
Woody Austin,7,78,,,2012
Tim Petrovic,14,78,,,2012
Scott Dunlap,16,77,,,2012
Tommy Biershenk,23,73,,,2012
Steven Bowditch,15,72,,,2012
Skip Kendall,5,71,,,2012
Daniel Chopra,17,70,,,2012
Garrett Willis,12,70,,,2012
Mark Calcavecchia,3,68,,1,2012
Corey Pavin,2,67,,,2012
Paul Goydos,6,64,,,2012
Shane Bertsch,13,61,,,2012
Frank Lickliter II,8,56,,,2012
Will MacKenzie,6,55,,,2012
Richard Johnson,7,54,,,2012
Steve Marino,6,54,,,2012
Michael Allen,3,52,,1,2012
Kent Jones,7,50,,,2012
Paul Stankowski,7,48,,,2012
Lucas Glover,16,47,,,2012
Fred Funk,4,47,,,2012
Kyle Thompson,19,44,,,2012
Marco Dawson,18,43,,,2012
Edward Loar,19,43,,,2012
Glen Day,3,40,,,2012
Brett Quigley,1,37,,,2012
Brett Wetterich,7,35,,,2012
Anthony Kim,10,32,,,2012
Robert Damron,7,30,,,2012
Willie Wood,1,26,,,2012
Guy Boros,2,26,,,2012
Tom Lehman,2,25,,,2012
Jason Gore,8,23,,,2012
Paul Casey,9,19,,,2012
Len Mattiace,1,18,,,2012
Bart Bryant,3,18,,,2012
Craig Barlow,6,18,,,2012
Scott Verplank,8,17,,,2012
David Duval,17,16,,,2012
Gene Sauers,2,16,,,2012
Hank Kuehne,9,10,,,2012
Eric Axley,3,9,,,2012
Mark Brooks,3,9,,,2012
Steve Lowery,1,9,,,2012
Robert Gamez,8,9,,,2012
Ted Purdy,4,9,,,2012
Fran Quinn,5,6,,,2012
Zack Miller,9,5,,,2012
José María Olazábal,5,4,,,2012
Stephen Gangluff,19,3,,,2012
Omar Uresti,4,3,,,2012
Peter Lonard,4,2,,,2012
Kevin Sutherland,4,2,,,2012
Matt McQuillan,10,2,,,2012
Neal Lancaster,8,2,,,2012
Tom Watson,3,2,,,2012
Jesper Parnevik,3,1,,,2012
Kirk Triplett,3,,,,2012
Nick Watney,17,"1,906",2,8,2011
Steve Stricker,15,"1,865",2,5,2011
Webb Simpson,20,"1,861",1,7,2011
Luke Donald,14,"1,856",1,10,2011
Keegan Bradley,24,"1,621",2,4,2011
Phil Mickelson,17,"1,601",1,5,2011
K.J. Choi,18,"1,601",1,6,2011
Bubba Watson,18,"1,577",2,3,2011
David Toms,18,"1,538",1,6,2011
Gary Woodland,20,"1,466",1,6,2011
Mark Wilson,21,"1,461",2,4,2011
Matt Kuchar,19,"1,407",,8,2011
Adam Scott,14,"1,332",1,5,2011
Jason Day,17,"1,308",,8,2011
Bill Haas,22,"1,273",,6,2011
Freddie Jacobson,21,"1,235",1,3,2011
Martin Laird,19,"1,234",1,6,2011
Brandt Snedeker,21,"1,227",1,5,2011
Dustin Johnson,17,"1,191",,5,2011
Hunter Mahan,21,"1,186",,7,2011
Charl Schwartzel,13,"1,185",1,3,2011
Aaron Baddeley,18,"1,181",1,4,2011
Rory Sabbatini,20,"1,175",1,3,2011
Jonathan Byrd,20,"1,165",1,4,2011
Jason Dufner,19,"1,143",,5,2011
Charles Howell III,24,"1,137",,6,2011
D.A. Points,21,"1,055",1,3,2011
Rickie Fowler,20,"1,038",,4,2011
Spencer Levin,24,"1,025",,4,2011
Tommy Gainey,27,999,,6,2011
Scott Stallings,23,992,1,2,2011
Zach Johnson,19,962,,4,2011
Chris Kirk,24,957,1,4,2011
Steve Marino,20,935,,3,2011
Jhonattan Vegas,21,919,1,2,2011
Vijay Singh,20,903,,4,2011
Ryan Palmer,20,902,,3,2011
Ryan Moore,18,883,,3,2011
Bo Van Pelt,22,881,,3,2011
Lucas Glover,19,875,1,1,2011
Brendan Steele,22,826,1,1,2011
Brandt Jobe,23,803,,3,2011
Y.E. Yang,14,799,,4,2011
Justin Rose,18,796,,3,2011
Robert Karlsson,15,789,,3,2011
Brendon de Jonge,25,784,,3,2011
Kevin Na,22,778,,5,2011
Kyle Stanley,23,761,,2,2011
Charley Hoffman,23,746,,1,2011
John Senden,21,732,,2,2011
Sean O'Hair,20,724,1,1,2011
Pat Perez,21,716,,4,2011
Robert Garrigus,21,702,,3,2011
George McNeill,15,694,,4,2011
Carl Pettersson,22,691,,4,2011
Brian Gay,21,685,,3,2011
Brian Davis,25,685,,1,2011
Robert Allenby,21,679,,3,2011
Sergio Garcia,13,662,,3,2011
Jim Furyk,22,661,,3,2011
Harrison Frazar,16,660,1,1,2011
Andres Romero,19,651,,4,2011
Jerry Kelly,21,651,,3,2011
Cameron Tringale,25,644,,4,2011
Kris Blanks,24,641,,2,2011
J.B. Holmes,16,640,,4,2011
Blake Adams,27,616,,3,2011
Jimmy Walker,21,615,,4,2011
Jeff Overton,21,611,,3,2011
John Rollins,22,608,,2,2011
Kevin Streelman,21,600,,3,2011
J.J. Henry,24,599,,1,2011
Charlie Wi,20,591,,1,2011
Chad Campbell,23,591,,1,2011
Scott Verplank,13,588,,3,2011
Chez Reavie,22,588,,3,2011
Johnson Wagner,20,585,1,1,2011
Chris Couch,17,573,,3,2011
Geoff Ogilvy,17,571,,3,2011
Scott Piercy,16,571,1,2,2011
Davis Love III,18,557,,2,2011
Stewart Cink,19,556,,1,2011
Ricky Barnes,19,552,,2,2011
Troy Matteson,24,542,,2,2011
Ryuji Imada,23,529,,2,2011
Ben Crane,18,526,,2,2011
Marc Leishman,22,522,,2,2011
Kevin Chappell,21,503,,2,2011
Hunter Haas,25,499,,3,2011
Chris DiMarco,26,499,,,2011
Bryce Molder,23,493,,4,2011
Anthony Kim,24,485,,2,2011
Graeme McDowell,13,485,,3,2011
Paul Goydos,20,474,,3,2011
Trevor Immelman,19,468,,,2011
Nick O'Hern,24,463,,2,2011
Matt Bettencourt,25,461,,2,2011
Tim Herron,23,456,,2,2011
Michael Bradley,20,454,1,1,2011
Greg Chalmers,23,450,,2,2011
Retief Goosen,14,439,,1,2011
Tom Gillis,16,431,,2,2011
Bill Lunde,23,428,,,2011
John Merrick,16,415,,1,2011
Kevin Stadler,23,414,,1,2011
Chris Stroud,22,413,,2,2011
Michael Thompson,20,413,,1,2011
Vaughn Taylor,22,397,,,2011
Camilo Villegas,22,395,,2,2011
Josh Teater,27,393,,1,2011
D.J. Trahan,25,392,,1,2011
Heath Slocum,24,388,,,2011
Stuart Appleby,23,387,,1,2011
Ian Poulter,14,387,,1,2011
Rod Pampling,16,385,,2,2011
Joe Ogilvie,20,364,,1,2011
David Hearn,21,362,,1,2011
Ernie Els,17,357,,,2011
Billy Mayfair,24,353,,1,2011
James Driscoll,19,353,,2,2011
Steve Flesch,22,352,,1,2011
Steven Bowditch,23,347,,1,2011
Arjun Atwal,24,339,,1,2011
Padraig Harrington,16,338,,3,2011
William McGirt,26,334,,,2011
Justin Leonard,23,328,,,2011
Matt Jones,21,328,,1,2011
Tim Petrovic,25,326,,,2011
David Mathis,21,326,,1,2011
Cameron Beckman,22,324,,,2011
Dean Wilson,22,318,,,2011
Tiger Woods,8,318,,2,2011
Ben Curtis,19,304,,,2011
Alex Cejka,20,303,,,2011
Roland Thatcher,18,302,,2,2011
Michael Putnam,21,300,,,2011
Tim Clark,4,299,,1,2011
Stephen Ames,18,298,,2,2011
Kent Jones,21,297,,,2011
Chris Riley,21,292,,1,2011
Zack Miller,26,290,,1,2011
Tag Ridings,24,286,,,2011
Jason Bohn,19,284,,,2011
Paul Casey,13,280,,,2011
Matt McQuillan,17,280,,2,2011
Aron Price,15,272,,,2011
Garrett Willis,20,270,,1,2011
Louis Oosthuizen,13,267,,1,2011
Joe Durant,21,260,,,2011
Bob Estes,9,258,,1,2011
Briny Baird,16,258,,2,2011
Bobby Gates,25,256,,3,2011
Ben Martin,21,242,,1,2011
Ángel Cabrera,15,237,,2,2011
Michael Connell,22,233,,,2011
Colt Knost,23,227,,,2011
Boo Weekley,19,223,,,2011
Scott McCarron,18,221,,,2011
Woody Austin,15,221,,1,2011
Sung Kang,18,219,,1,2011
Jarrod Lyle,25,217,,1,2011
Daniel Summerhays,25,210,,,2011
Tom Pernice Jr.,9,210,,1,2011
Alex Prugh,25,209,,,2011
Nathan Green,22,209,,,2011
Brett Wetterich,8,208,,,2011
Fabián Gómez,22,208,,1,2011
Shane Bertsch,16,207,,1,2011
Paul Stankowski,20,207,,,2011
Billy Horschel,21,197,,1,2011
David Duval,20,191,,1,2011
Kevin Sutherland,11,190,,,2011
Fred Couples,5,180,,1,2011
Bio Kim,21,179,,,2011
Marc Turnesa,19,175,,1,2011
Lee Janzen,17,168,,,2011
Cameron Percy,10,161,,1,2011
Jim Herman,18,160,,,2011
Shaun Micheel,23,160,,,2011
Henrik Stenson,13,159,,,2011
Jim Renner,18,149,,2,2011
J.P. Hayes,17,147,,,2011
Justin Hicks,19,145,,,2011
Richard Johnson,19,144,,,2011
D.J. Brigman,19,140,,,2011
John Mallinger,14,137,,,2011
Troy Merritt,19,131,,,2011
Alexandre Rocha,18,127,,,2011
Scott Gutschewski,19,125,,,2011
Derek Lamely,22,123,,,2011
Peter Tomasulo,12,121,,,2011
Chad Collins,16,121,,,2011
Martin Piller,19,120,,,2011
Todd Hamilton,10,117,,,2011
Kevin Kisner,20,116,,,2011
Michael Letzig,11,114,,1,2011
Nate Smith,20,110,,,2011
Kirk Triplett,7,110,,,2011
Joseph Bramlett,21,110,,,2011
John Daly,18,110,,1,2011
Kenny Perry,13,110,,,2011
Tom Lehman,4,108,,,2011
Steve Elkington,14,107,,1,2011
Will MacKenzie,12,105,,,2011
Frank Lickliter II,11,102,,,2011
Marco Dawson,3,100,,,2011
Matt Every,5,98,,,2011
John Cook,1,95,,1,2011
Andres Gonzales,17,93,,,2011
Jeff Quinney,11,89,,,2011
Jeff Maggert,14,89,,,2011
Charles Warren,10,89,,,2011
Shigeki Maruyama,2,88,,1,2011
Rocco Mediate,19,85,,,2011
Will Strickler,15,84,,,2011
Rich Beem,19,78,,,2011
Dicky Pride,8,64,,,2011
Peter Lonard,2,55,,1,2011
Chris Baryla,17,49,,,2011
Tom Watson,3,48,,,2011
Brett Quigley,10,47,,,2011
Chris Tidland,11,44,,1,2011
Jason Gore,6,42,,,2011
Jesper Parnevik,10,41,,,2011
Craig Barlow,5,39,,,2011
Corey Pavin,4,37,,,2011
Mark Calcavecchia,5,34,,,2011
Robert Gamez,9,32,,,2011
Jeff Klauk,8,32,,,2011
Jamie Lovemark,9,31,,,2011
Fran Quinn,7,30,,,2011
Mark Hensby,6,29,,,2011
Michael Sim,16,27,,,2011
Scott Gordon,16,26,,,2011
Robert Damron,3,25,,,2011
Jay Williamson,6,25,,,2011
Duffy Waldorf,13,25,,,2011
Garth Mulroy,4,25,,,2011
Craig Bowden,4,21,,,2011
Daniel Chopra,2,21,,,2011
Steve Lowery,2,20,,,2011
Omar Uresti,5,19,,,2011
Andre Stolz,2,19,,,2011
Michael Allen,4,17,,,2011
Steve Pate,1,16,,,2011
Carl Paulson,9,15,,,2011
Nick Price,1,15,,,2011
Ted Purdy,6,14,,,2011
Jonathan Kaye,2,12,,,2011
Tom Byrum,1,12,,,2011
Joe Affrunti,6,11,,,2011
Fred Funk,7,9,,,2011
Matt Weibring,5,9,,,2011
Guy Boros,1,7,,,2011
Notah Begay III,4,6,,,2011
José María Olazábal,6,3,,,2011
Greg Kraft,1,3,,,2011
Mark Brooks,5,2,,,2011
Mike Weir,15,2,,,2011
Skip Kendall,6,1,,,2011
Mark O'Meara,3,1,,,2011
Graham DeLaet,2,1,,,2011
J.L. Lewis,1,,,,2011
Brian Bateman,1,,,,2011
Ernie Els,16,"1,846",2,6,2010
Steve Stricker,15,"1,697",2,6,2010
Jim Furyk,18,"1,691",2,6,2010
Phil Mickelson,16,"1,629",1,5,2010
Justin Rose,18,"1,593",2,4,2010
Jeff Overton,22,"1,536",,6,2010
Hunter Mahan,20,"1,528",2,3,2010
Bubba Watson,18,"1,498",1,4,2010
Matt Kuchar,21,"1,437",,9,2010
Tim Clark,19,"1,409",1,6,2010
Dustin Johnson,19,"1,362",1,5,2010
Ben Crane,20,"1,304",1,5,2010
Bo Van Pelt,22,"1,272",,6,2010
Anthony Kim,11,"1,216",1,4,2010
Camilo Villegas,16,"1,213",1,6,2010
Zach Johnson,20,"1,191",1,2,2010
Robert Allenby,17,"1,169",,4,2010
J.B. Holmes,20,"1,153",,3,2010
Rickie Fowler,22,"1,147",,5,2010
Carl Pettersson,24,"1,142",1,4,2010
Rory McIlroy,13,"1,101",1,5,2010
Luke Donald,16,"1,089",,5,2010
Ryan Palmer,21,"1,071",1,3,2010
Retief Goosen,15,"1,068",,8,2010
Brendon de Jonge,26,"1,035",,6,2010
Bill Haas,20,"1,025",1,2,2010
Paul Casey,13,992,,5,2010
Jason Day,20,988,1,3,2010
Nick Watney,19,984,,6,2010
Stuart Appleby,26,957,1,3,2010
Ricky Barnes,23,947,,6,2010
Adam Scott,16,940,1,2,2010
Jason Bohn,19,926,1,2,2010
K.J. Choi,18,922,,2,2010
Ryan Moore,20,893,,4,2010
Sean O'Hair,20,858,,3,2010
Freddie Jacobson,18,826,,3,2010
Vaughn Taylor,20,824,,5,2010
Geoff Ogilvy,15,815,1,1,2010
Brandt Snedeker,23,813,,4,2010
Kevin Na,21,804,,3,2010
Scott Verplank,19,786,,3,2010
Brian Davis,24,781,,2,2010
David Toms,20,748,,1,2010
Bryce Molder,21,748,,6,2010
Charles Howell III,22,746,,4,2010
Lucas Glover,20,743,,3,2010
Marc Leishman,21,738,,2,2010
Ian Poulter,12,733,1,2,2010
Heath Slocum,19,722,,3,2010
Brian Gay,23,714,,2,2010
Charlie Wi,20,690,,3,2010
Y.E. Yang,18,678,,2,2010
Stewart Cink,19,678,,3,2010
Padraig Harrington,16,662,,5,2010
Matt Jones,22,647,,5,2010
Spencer Levin,24,646,,1,2010
Steve Marino,19,636,,2,2010
John Rollins,21,634,,2,2010
Rory Sabbatini,20,618,,2,2010
Jason Dufner,22,617,,2,2010
J.J. Henry,25,598,,2,2010
Paul Goydos,22,597,,3,2010
Shaun Micheel,15,595,,3,2010
Vijay Singh,20,588,,2,2010
D.J. Trahan,21,577,,5,2010
Michael Sim,17,573,,3,2010
Steve Elkington,19,571,,3,2010
Greg Chalmers,22,558,,2,2010
Justin Leonard,21,556,,1,2010
Kenny Perry,19,555,,1,2010
Jimmy Walker,23,554,,2,2010
Kris Blanks,24,554,,3,2010
Tom Gillis,21,554,,2,2010
Chad Campbell,22,551,,2,2010
Stephen Ames,18,548,,1,2010
Charley Hoffman,19,546,,3,2010
D.A. Points,23,544,,3,2010
Pat Perez,21,534,,3,2010
Tim Petrovic,24,532,,2,2010
Alex Prugh,24,526,,3,2010
Boo Weekley,23,526,,3,2010
Ángel Cabrera,16,524,,2,2010
Garrett Willis,19,517,,1,2010
Blake Adams,22,514,,2,2010
Chad Collins,23,512,,3,2010
Chris Riley,18,512,,3,2010
Josh Teater,25,502,,2,2010
Kevin Sutherland,20,499,,1,2010
Jerry Kelly,23,493,,1,2010
Alex Cejka,23,489,,4,2010
Derek Lamely,24,487,1,1,2010
Aaron Baddeley,19,481,,1,2010
Webb Simpson,24,478,,1,2010
Martin Laird,21,477,,2,2010
Davis Love III,19,475,,3,2010
Matt Bettencourt,27,472,1,1,2010
Chris Couch,20,472,,2,2010
John Senden,23,467,,,2010
Jeff Maggert,22,463,,2,2010
Sergio Garcia,15,461,,1,2010
Kevin Streelman,23,460,,3,2010
Briny Baird,22,458,,1,2010
Joe Ogilvie,26,454,,1,2010
John Merrick,25,449,,1,2010
Bill Lunde,24,449,1,3,2010
Ryuji Imada,22,445,,2,2010
J.P. Hayes,19,439,,3,2010
Dean Wilson,12,434,,1,2010
Corey Pavin,8,433,,2,2010
Bob Estes,20,432,,2,2010
Tiger Woods,9,431,,2,2010
Cameron Beckman,20,427,1,2,2010
Troy Matteson,21,425,,2,2010
Andres Romero,16,418,,2,2010
Ben Curtis,19,416,,1,2010
Jonathan Byrd,21,415,,2,2010
Michael Letzig,21,415,,1,2010
Nathan Green,22,414,,1,2010
David Duval,19,404,,1,2010
Kevin Stadler,23,394,,4,2010
Woody Austin,23,394,,3,2010
Graham DeLaet,23,393,,1,2010
Robert Garrigus,16,382,,2,2010
Scott Piercy,22,380,,2,2010
Jeff Quinney,24,378,,1,2010
Chris Stroud,22,369,,2,2010
Mike Weir,19,360,,1,2010
Aron Price,17,358,,2,2010
Scott McCarron,24,354,,1,2010
Mark Wilson,23,343,,1,2010
John Mallinger,24,342,,1,2010
James Driscoll,21,340,,1,2010
James Nitties,25,338,,1,2010
George McNeill,23,338,,1,2010
Brett Quigley,24,336,,1,2010
Tom Pernice Jr.,18,331,,1,2010
Troy Merritt,24,331,,1,2010
Richard Johnson,22,323,,2,2010
Matt Every,17,322,,1,2010
Henrik Stenson,12,321,,1,2010
Joe Durant,15,321,,1,2010
Billy Mayfair,22,314,,2,2010
Michael Connell,20,314,,1,2010
Michael Bradley,20,306,,,2010
Paul Stankowski,13,296,,2,2010
Chris DiMarco,20,286,,1,2010
Nicholas Thompson,25,284,,1,2010
Jay Williamson,19,280,,1,2010
Lee Janzen,21,280,,1,2010
Rod Pampling,21,275,,,2010
Steve Flesch,22,272,,1,2010
Chris Tidland,19,271,,1,2010
Will MacKenzie,18,267,,,2010
Mathew Goggin,23,267,,1,2010
Trevor Immelman,15,266,,,2010
Jeev Milkha Singh,15,253,,1,2010
Brett Wetterich,12,248,,,2010
Nick O'Hern,11,247,,2,2010
Ted Purdy,25,244,,,2010
Michael Allen,13,243,,1,2010
Tim Herron,19,234,,,2010
Jarrod Lyle,15,227,,2,2010
Brian Stuard,23,226,,1,2010
Roger Tambellini,21,219,,1,2010
Steve Wheatcroft,22,213,,1,2010
Fred Couples,7,208,,1,2010
Cameron Percy,20,206,,,2010
Tom Lehman,7,204,,,2010
Kirk Triplett,10,199,,,2010
Mathias Grönberg,17,198,,1,2010
Johnson Wagner,23,197,,,2010
Omar Uresti,22,192,,1,2010
Arjun Atwal,10,192,1,2,2010
Henrik Bjornstad,21,188,,,2010
Rich Barcelo,20,187,,,2010
Greg Owen,22,184,,,2010
Garth Mulroy,18,160,,1,2010
Skip Kendall,15,159,,1,2010
Rocco Mediate,21,150,,,2010
Jeff Klauk,13,148,,,2010
Glen Day,12,144,,,2010
Mark Hensby,12,142,,,2010
Roland Thatcher,21,142,,1,2010
Daniel Chopra,23,142,,,2010
Martin Flores,21,137,,1,2010
Tim Wilkinson,15,133,,,2010
Chez Reavie,15,125,,,2010
Kent Jones,9,117,,1,2010
Harrison Frazar,17,116,,,2010
Charles Warren,16,116,,1,2010
Gary Woodland,8,110,,,2010
Cameron Tringale,17,107,,,2010
David Lutterus,20,103,,,2010
Craig Barlow,9,100,,1,2010
John Daly,17,97,,,2010
Carlos Franco,10,92,,,2010
Tom Watson,3,92,,,2010
Cliff Kresge,13,91,,,2010
Graeme McDowell,10,91,1,2,2010
Brenden Pappas,19,89,,,2010
Mark Calcavecchia,15,88,,,2010
Matt Weibring,10,83,,,2010
Marco Dawson,10,82,,,2010
Jason Gore,10,81,,,2010
Rich Beem,9,80,,,2010
Craig Bowden,19,79,,,2010
Jeff Gove,17,77,,,2010
Vance Veazey,18,73,,,2010
Frank Lickliter II,6,67,,,2010
Steve Lowery,22,67,,,2010
Todd Hamilton,16,64,,,2010
Chris Wilson,21,58,,,2010
Jerod Turner,21,57,,,2010
Shane Bertsch,3,53,,,2010
Kevin Johnson,22,53,,,2010
Guy Boros,6,48,,,2010
Robert Gamez,8,47,,1,2010
Fred Funk,5,44,,,2010
Brent Delahoussaye,16,43,,,2010
John Huston,12,40,,,2010
Brad Faxon,19,39,,,2010
Dicky Pride,5,39,,,2010
Jonathan Kaye,6,34,,,2010
Parker McLachlin,15,32,,,2010
Mark Brooks,12,29,,,2010
Chris Smith,10,27,,,2010
Fran Quinn,7,26,,,2010
Robert Damron,4,24,,,2010
Andrew McLardy,16,23,,,2010
Len Mattiace,5,22,,,2010
Shigeki Maruyama,4,20,,,2010
Michael Clark II,6,19,,,2010
John Morse,5,19,,,2010
Jim Carter,5,18,,,2010
Greg Kraft,17,14,,,2010
J.L. Lewis,4,14,,,2010
Phil Tataurangi,4,12,,,2010
Tom Byrum,3,11,,,2010
Chris Baryla,7,9,,,2010
Justin Bolli,18,6,,,2010
Tommy Armour III,4,6,,,2010
Eric Axley,5,6,,,2010
Willie Wood,1,5,,,2010
Robin Freeman,4,2,,,2010
Brad Adamonis,4,2,,,2010
Paul Azinger,1,1,,,2010
Spike McRoy,4,,,,2010
