Player Name,Rounds,Average SG Putts,Total SG:Putts,Measured Rounds,Year
Gavin Coles,72,.591,33.670,57,2012
Zach Johnson,95,.568,42.000,74,2012
Phil Mickelson,79,.562,33.707,60,2012
Bo Van Pelt,84,.542,35.208,65,2012
Jason Day,57,.526,24.741,47,2012
Y.E. Yang,64,.516,24.781,48,2012
Greg Chalmers,88,.506,37.934,75,2012
Ben Curtis,62,.505,24.238,48,2012
Matt Kuchar,86,.472,31.151,66,2012
Ryan Palmer,81,.453,32.168,71,2012
Carl Pettersson,92,.444,35.496,80,2012
James Driscoll,83,.434,30.362,70,2012
Ben Crane,73,.432,26.762,62,2012
Brendon Todd,78,.427,26.891,63,2012
Jimmy Walker,101,.427,38.829,91,2012
Ryan Moore,89,.424,34.312,81,2012
Jim Furyk,85,.423,27.493,65,2012
Sergio Garcia,57,.400,17.601,44,2012
Brian Davis,91,.370,29.211,79,2012
Michael Thompson,80,.355,23.097,65,2012
Ryuji Imada,78,.351,24.242,69,2012
Ken Duke,104,.349,31.447,90,2012
Johnson Wagner,88,.346,26.284,76,2012
Tiger Woods,69,.339,16.282,48,2012
David Mathis,83,.338,23.324,69,2012
Daniel Chopra,55,.331,14.231,43,2012
Keegan Bradley,90,.330,23.445,71,2012
Spencer Levin,81,.330,21.790,66,2012
Kevin Kisner,69,.303,16.053,53,2012
Stewart Cink,71,.301,16.239,54,2012
Jeff Overton,101,.293,26.961,92,2012
William McGirt,96,.282,22.289,79,2012
Charlie Wi,86,.279,20.398,73,2012
Billy Hurley III,70,.276,15.721,57,2012
Jonathan Byrd,69,.262,14.686,56,2012
David Hearn,95,.261,23.003,88,2012
Brandt Jobe,57,.257,11.553,45,2012
Nathan Green,73,.248,14.162,57,2012
George McNeill,85,.238,16.899,71,2012
Geoff Ogilvy,73,.238,13.063,55,2012
Blake Adams,107,.232,20.406,88,2012
Tommy Biershenk,74,.224,12.972,58,2012
Scott Piercy,95,.221,19.034,86,2012
Tom Gillis,75,.217,14.940,69,2012
Webb Simpson,77,.211,13.911,66,2012
Ryo Ishikawa,54,.196,7.249,37,2012
Kevin Na,80,.193,12.574,65,2012
John Daly,50,.192,7.294,38,2012
Richard Lee,71,.189,10.775,57,2012
Dustin Johnson,70,.185,9.800,53,2012
Colt Knost,79,.184,12.305,67,2012
Harris English,98,.175,15.234,87,2012
John Huh,99,.167,14.226,85,2012
Pat Perez,81,.160,11.008,69,2012
Stuart Appleby,75,.154,9.991,65,2012
Jason Dufner,83,.153,9.777,64,2012
Edward Loar,59,.145,6.217,43,2012
Brendon de Jonge,115,.144,14.688,102,2012
Seung-Yul Noh,105,.142,12.086,85,2012
Troy Matteson,100,.136,11.303,83,2012
Steve Stricker,73,.134,7.240,54,2012
Brian Harman,101,.132,11.582,88,2012
Dicky Pride,62,.130,6.391,49,2012
Sangmoon Bae,81,.128,7.288,57,2012
Tommy Gainey,98,.113,10.183,90,2012
Henrik Stenson,51,.105,4.416,42,2012
Bill Haas,79,.103,6.304,61,2012
Ian Poulter,57,.103,3.932,38,2012
Cameron Tringale,88,.102,7.855,77,2012
Martin Laird,77,.099,5.356,54,2012
Matt Every,80,.096,6.173,64,2012
Erik Compton,81,.092,5.862,64,2012
Charl Schwartzel,56,.084,3.365,40,2012
Chris Couch,61,.083,4.491,54,2012
Chris Stroud,86,.082,6.117,75,2012
Bob Estes,78,.074,4.782,65,2012
"Ted Potter, Jr.",77,.073,4.427,61,2012
Bud Cauley,99,.065,5.957,91,2012
Davis Love III,64,.063,3.299,52,2012
Rory McIlroy,60,.058,2.336,40,2012
Charles Howell III,98,.054,4.174,77,2012
Sung Kang,75,.051,3.134,62,2012
Troy Kelly,68,.050,2.529,51,2012
Roberto Castro,92,.048,3.583,75,2012
Danny Lee,74,.040,2.366,59,2012
Steve Wheatcroft,56,.040,1.675,42,2012
John Senden,81,.039,2.436,62,2012
Vaughn Taylor,81,.031,1.961,64,2012
Harrison Frazar,56,.023,1.124,48,2012
Kyle Reifers,86,.021,1.544,74,2012
Hunter Haas,69,.011,.571,52,2012
Garth Mulroy,59,.010,.450,46,2012
Russell Knox,72,.000,.011,56,2012
Louis Oosthuizen,65,-.004,-.212,49,2012
Rocco Mediate,70,-.012,-.702,58,2012
Padraig Harrington,67,-.020,-.913,45,2012
Nick Watney,97,-.028,-2.103,76,2012
John Rollins,81,-.034,-2.404,71,2012
Jhonattan Vegas,77,-.035,-2.424,69,2012
Jason Bohn,81,-.037,-2.434,66,2012
Ernie Els,80,-.050,-3.280,65,2012
Daniel Summerhays,81,-.053,-3.600,68,2012
J.J. Henry,93,-.054,-3.859,71,2012
Kevin Streelman,89,-.054,-4.144,77,2012
J.B. Holmes,90,-.057,-4.454,78,2012
Billy Horschel,63,-.068,-3.258,48,2012
Gary Christian,91,-.077,-5.779,75,2012
Jerry Kelly,84,-.077,-5.595,73,2012
John Mallinger,74,-.086,-5.437,63,2012
Matt Jones,53,-.090,-3.980,44,2012
Mark Wilson,84,-.102,-6.952,68,2012
J.J. Killeen,101,-.107,-9.012,84,2012
Hunter Mahan,88,-.109,-7.000,64,2012
D.A. Points,88,-.109,-8.759,80,2012
Brendan Steele,77,-.112,-7.199,64,2012
Chris DiMarco,83,-.113,-8.109,72,2012
Tim Clark,60,-.121,-6.049,50,2012
Trevor Immelman,76,-.122,-6.943,57,2012
Justin Rose,69,-.122,-6.468,53,2012
Jeff Maggert,83,-.127,-9.933,78,2012
Mark Anderson,75,-.133,-8.095,61,2012
Adam Scott,59,-.138,-5.660,41,2012
David Toms,60,-.141,-6.185,44,2012
Freddie Jacobson,61,-.145,-6.384,44,2012
Patrick Sheehan,58,-.149,-6.535,44,2012
Rod Pampling,88,-.153,-10.570,69,2012
Will Claxton,99,-.167,-14.351,86,2012
Tim Herron,88,-.174,-13.188,76,2012
Jason Kokrak,79,-.184,-12.709,69,2012
Michael Bradley,63,-.189,-10.374,55,2012
John Merrick,83,-.193,-13.925,72,2012
Chris Kirk,93,-.195,-16.611,85,2012
Matt Bettencourt,80,-.201,-12.073,60,2012
Rickie Fowler,84,-.202,-13.340,66,2012
Billy Mayfair,90,-.205,-15.991,78,2012
Chez Reavie,83,-.206,-13.570,66,2012
Josh Teater,97,-.209,-17.388,83,2012
Arjun Atwal,79,-.217,-14.324,66,2012
Ángel Cabrera,54,-.217,-8.033,37,2012
Andres Romero,68,-.223,-12.024,54,2012
Robert Garrigus,89,-.225,-16.613,74,2012
Alexandre Rocha,62,-.232,-11.584,50,2012
Marco Dawson,60,-.235,-10.788,46,2012
Bill Lunde,83,-.241,-16.132,67,2012
Mathew Goggin,65,-.242,-13.322,55,2012
Stephen Gangluff,57,-.243,-10.437,43,2012
Stephen Ames,54,-.255,-9.934,39,2012
Kevin Chappell,91,-.262,-18.857,72,2012
Bobby Gates,87,-.262,-19.929,76,2012
Kevin Stadler,85,-.263,-18.428,70,2012
Graham DeLaet,79,-.278,-19.707,71,2012
Bubba Watson,68,-.280,-14.301,51,2012
Graeme McDowell,55,-.282,-10.701,38,2012
Sean O'Hair,84,-.286,-21.736,76,2012
Miguel Angel Carballo,73,-.294,-16.753,57,2012
Tom Pernice Jr.,62,-.318,-16.513,52,2012
Justin Leonard,79,-.325,-22.100,68,2012
Marc Leishman,84,-.331,-25.169,76,2012
Camilo Villegas,79,-.343,-25.070,73,2012
K.J. Choi,71,-.344,-19.278,56,2012
Cameron Beckman,81,-.353,-24.355,69,2012
Lee Westwood,60,-.359,-14.374,40,2012
Rory Sabbatini,84,-.370,-26.604,72,2012
Nick O'Hern,78,-.392,-26.669,68,2012
Vijay Singh,99,-.404,-32.738,81,2012
Scott Stallings,78,-.405,-27.522,68,2012
Greg Owen,90,-.416,-32.064,77,2012
Charlie Beljan,61,-.421,-18.102,43,2012
Chad Campbell,84,-.425,-31.015,73,2012
Robert Allenby,76,-.428,-28.255,66,2012
Scott Brown,65,-.468,-23.853,51,2012
Charley Hoffman,88,-.480,-36.504,76,2012
Ricky Barnes,92,-.488,-40.006,82,2012
Gary Woodland,70,-.497,-26.356,53,2012
Roland Thatcher,55,-.514,-22.622,44,2012
Robert Karlsson,54,-.531,-21.765,41,2012
Heath Slocum,93,-.554,-41.536,75,2012
D.J. Trahan,73,-.579,-35.901,62,2012
Kris Blanks,65,-.608,-36.469,60,2012
Scott Dunlap,57,-.688,-31.655,46,2012
Kyle Stanley,86,-.797,-55.770,70,2012
Boo Weekley,74,-1.055,-61.185,58,2012
Kyle Thompson,51,-1.209,-44.749,37,2012
Luke Donald,73,.870,45.224,52,2011
Charlie Wi,83,.808,62.204,77,2011
Steve Stricker,70,.780,41.332,53,2011
Bryce Molder,82,.770,54.667,71,2011
Kevin Na,84,.650,44.170,68,2011
Greg Chalmers,88,.635,50.147,79,2011
Freddie Jacobson,92,.629,44.023,70,2011
Brandt Snedeker,85,.588,39.363,67,2011
Zach Johnson,79,.580,37.148,64,2011
Jason Day,76,.576,33.978,59,2011
Brian Gay,90,.556,41.143,74,2011
Ryan Moore,79,.550,32.970,60,2011
Nick Watney,80,.546,33.880,62,2011
Hunter Mahan,92,.527,40.062,76,2011
Scott McCarron,65,.519,28.038,54,2011
Geoff Ogilvy,69,.517,27.923,54,2011
Ángel Cabrera,50,.509,17.831,35,2011
Dean Wilson,62,.492,28.040,57,2011
Carl Pettersson,95,.485,43.690,90,2011
Blake Adams,116,.475,49.894,105,2011
Michael Thompson,79,.448,30.897,69,2011
David Toms,78,.446,26.301,59,2011
Matt McQuillan,59,.436,20.905,48,2011
Johnson Wagner,81,.427,29.910,70,2011
Michael Putnam,67,.423,22.422,53,2011
Nate Smith,66,.411,21.759,53,2011
Ben Martin,74,.406,26.366,65,2011
Andres Romero,77,.400,27.229,68,2011
Chris Couch,73,.397,26.996,68,2011
Charles Howell III,108,.380,34.538,91,2011
Matt Kuchar,94,.379,26.909,71,2011
Hunter Haas,96,.364,30.913,85,2011
Kevin Streelman,90,.356,25.244,71,2011
Rickie Fowler,84,.351,23.157,66,2011
Aaron Baddeley,77,.324,20.080,62,2011
Paul Stankowski,78,.324,21.060,65,2011
Steve Flesch,88,.320,24.983,78,2011
Steve Elkington,50,.312,13.115,42,2011
John Senden,94,.302,24.446,81,2011
Trevor Immelman,84,.297,19.875,67,2011
Will Strickler,51,.294,12.645,43,2011
Brendon de Jonge,105,.273,25.104,92,2011
Colt Knost,80,.271,18.143,67,2011
Webb Simpson,98,.271,22.508,83,2011
Ian Poulter,52,.270,10.533,39,2011
Y.E. Yang,63,.267,11.232,42,2011
Jerry Kelly,85,.257,17.496,68,2011
Retief Goosen,50,.244,9.749,40,2011
Scott Piercy,78,.242,15.240,63,2011
Ben Curtis,66,.239,14.820,62,2011
Anthony Kim,72,.239,13.848,58,2011
Padraig Harrington,60,.237,10.685,45,2011
Lucas Glover,74,.236,14.407,61,2011
Mark Wilson,89,.233,16.288,70,2011
D.A. Points,89,.227,16.766,74,2011
David Hearn,88,.223,16.952,76,2011
Jimmy Walker,79,.222,16.859,76,2011
Pat Perez,76,.221,15.470,70,2011
Marc Turnesa,54,.219,10.079,46,2011
David Mathis,83,.215,15.023,70,2011
Martin Piller,63,.208,10.840,52,2011
Cameron Tringale,110,.197,19.129,97,2011
Roland Thatcher,67,.194,11.862,61,2011
William McGirt,103,.185,17.030,92,2011
Tim Petrovic,88,.177,13.623,77,2011
Lee Janzen,62,.170,8.521,50,2011
Stewart Cink,72,.169,8.797,52,2011
Joe Ogilvie,75,.167,10.160,61,2011
Bill Haas,93,.165,11.846,72,2011
K.J. Choi,77,.163,9.462,58,2011
Steven Bowditch,86,.161,12.580,78,2011
Martin Laird,77,.161,9.959,62,2011
Jeff Overton,92,.154,11.220,73,2011
Vaughn Taylor,89,.153,12.699,83,2011
Jim Renner,65,.149,7.912,53,2011
Tim Herron,85,.148,11.431,77,2011
Shane Bertsch,62,.146,7.603,52,2011
Andres Gonzales,60,.143,6.569,46,2011
J.J. Henry,96,.139,10.963,79,2011
Kevin Kisner,70,.139,7.897,57,2011
Shaun Micheel,77,.138,8.991,65,2011
Ben Crane,76,.134,8.282,62,2011
Graeme McDowell,50,.132,4.874,37,2011
Rod Pampling,72,.130,7.805,60,2011
Richard Johnson,64,.117,6.310,54,2011
Jonathan Byrd,83,.116,8.318,72,2011
Tommy Gainey,104,.112,10.192,91,2011
Nathan Green,81,.108,7.525,70,2011
Aron Price,58,.094,4.591,49,2011
Steve Marino,76,.089,5.529,62,2011
Matt Bettencourt,84,.079,6.094,77,2011
Briny Baird,60,.078,3.817,49,2011
Robert Karlsson,61,.066,2.954,45,2011
Tag Ridings,87,.066,4.847,74,2011
John Merrick,71,.058,3.465,60,2011
Charl Schwartzel,58,.052,2.092,40,2011
Justin Rose,79,.047,2.977,63,2011
Arjun Atwal,91,.044,3.672,83,2011
Spencer Levin,113,.040,3.736,94,2011
Woody Austin,59,.037,1.863,50,2011
Bio Kim,71,.033,1.889,58,2011
Kent Jones,76,.028,1.854,67,2011
J.P. Hayes,56,.024,1.168,48,2011
Stephen Ames,69,.012,.697,60,2011
Keegan Bradley,91,.007,.528,77,2011
Bill Lunde,92,.003,.239,77,2011
Matt Jones,71,.002,.099,64,2011
Alexandre Rocha,65,-.001,-.026,49,2011
Brandt Jobe,100,-.015,-1.238,81,2011
George McNeill,69,-.018,-1.067,58,2011
Billy Horschel,75,-.024,-1.480,62,2011
James Driscoll,71,-.025,-1.527,61,2011
Garrett Willis,71,-.031,-1.998,64,2011
Brian Davis,105,-.035,-3.242,92,2011
Sung Kang,63,-.042,-2.117,51,2011
Ryan Palmer,82,-.047,-2.812,60,2011
Nick O'Hern,89,-.056,-4.241,76,2011
Brendan Steele,89,-.060,-4.624,77,2011
J.B. Holmes,57,-.064,-3.025,47,2011
Jason Bohn,74,-.069,-4.592,67,2011
Chez Reavie,92,-.077,-6.332,82,2011
Josh Teater,104,-.089,-8.210,92,2011
Michael Connell,76,-.097,-6.998,72,2011
Marc Leishman,87,-.099,-7.943,80,2011
John Rollins,85,-.101,-7.297,72,2011
Justin Leonard,82,-.110,-8.148,74,2011
Cameron Beckman,71,-.112,-7.141,64,2011
Jason Dufner,78,-.116,-7.542,65,2011
Gary Woodland,93,-.116,-8.139,70,2011
Fabián Gómez,84,-.117,-8.103,69,2011
Sergio Garcia,61,-.119,-5.361,45,2011
Vijay Singh,79,-.131,-9.414,72,2011
Chris DiMarco,93,-.145,-11.876,82,2011
Troy Matteson,91,-.150,-12.127,81,2011
Scott Stallings,84,-.154,-10.651,69,2011
Chris Stroud,88,-.155,-12.110,78,2011
Ryuji Imada,83,-.157,-11.936,76,2011
Jim Furyk,87,-.160,-11.231,70,2011
Jarrod Lyle,83,-.163,-11.737,72,2011
Bo Van Pelt,92,-.167,-11.849,71,2011
Robert Allenby,84,-.173,-12.114,70,2011
Bubba Watson,85,-.182,-10.735,59,2011
Stuart Appleby,65,-.184,-11.048,60,2011
Phil Mickelson,79,-.190,-11.042,58,2011
Camilo Villegas,69,-.194,-11.053,57,2011
Michael Bradley,74,-.196,-11.540,59,2011
Chris Kirk,87,-.202,-15.580,77,2011
Billy Mayfair,94,-.237,-20.104,85,2011
D.J. Brigman,67,-.245,-13.469,55,2011
Adam Scott,60,-.247,-11.119,45,2011
Sean O'Hair,71,-.253,-15.165,60,2011
Charley Hoffman,93,-.256,-18.964,74,2011
Chris Riley,76,-.292,-19.826,68,2011
Daniel Summerhays,75,-.292,-19.299,66,2011
Jhonattan Vegas,84,-.315,-22.038,70,2011
Davis Love III,70,-.318,-16.557,52,2011
Derek Lamely,65,-.321,-18.634,58,2011
Troy Merritt,63,-.334,-19.020,57,2011
Jim Herman,69,-.344,-19.628,57,2011
David Duval,67,-.364,-21.113,58,2011
Chad Campbell,99,-.368,-32.002,87,2011
Robert Garrigus,83,-.384,-26.499,69,2011
Harrison Frazar,58,-.386,-16.218,42,2011
Rory Sabbatini,85,-.403,-24.597,61,2011
Kevin Stadler,88,-.426,-31.076,73,2011
Tom Gillis,55,-.436,-21.808,50,2011
Kris Blanks,92,-.440,-36.524,83,2011
Bobby Gates,82,-.452,-30.298,67,2011
Ricky Barnes,78,-.480,-30.734,64,2011
Zack Miller,86,-.483,-36.247,75,2011
Heath Slocum,89,-.493,-36.491,74,2011
Kevin Chappell,78,-.501,-30.551,61,2011
Kyle Stanley,98,-.506,-40.470,80,2011
Dustin Johnson,72,-.549,-29.630,54,2011
Joseph Bramlett,73,-.581,-35.456,61,2011
Alex Prugh,82,-.582,-41.352,71,2011
Rich Beem,53,-.592,-27.246,46,2011
Rocco Mediate,53,-.621,-29.817,48,2011
Paul Goydos,81,-.628,-46.486,74,2011
Scott Gutschewski,67,-.638,-35.071,55,2011
Alex Cejka,59,-.665,-31.253,47,2011
Ernie Els,71,-.705,-41.606,59,2011
D.J. Trahan,91,-.815,-67.666,83,2011
Joe Durant,71,-.861,-55.134,64,2011
Justin Hicks,60,-.955,-42.016,44,2011
Boo Weekley,66,-1.100,-62.721,57,2011
Luke Donald,71,.870,46.132,53,2010
Carl Pettersson,99,.818,67.878,83,2010
Paul Casey,64,.812,35.719,44,2010
Dean Wilson,54,.781,36.710,47,2010
Greg Chalmers,93,.772,67.195,87,2010
Brian Gay,101,.730,59.840,82,2010
Retief Goosen,75,.679,35.975,53,2010
Matt Kuchar,97,.648,48.620,75,2010
Chad Collins,87,.626,46.932,75,2010
Zach Johnson,93,.583,43.710,75,2010
Charlie Wi,95,.574,51.046,89,2010
Ryuji Imada,90,.551,46.287,84,2010
Michael Sim,64,.518,27.431,53,2010
Troy Merritt,86,.512,39.441,77,2010
Aaron Baddeley,94,.509,44.835,88,2010
Matt Jones,89,.509,40.741,80,2010
Scott McCarron,90,.507,42.120,83,2010
Kevin Na,94,.493,37.434,76,2010
Bryce Molder,84,.476,34.751,73,2010
Brandt Snedeker,89,.464,34.775,75,2010
Charles Howell III,103,.452,40.636,90,2010
Steve Stricker,73,.437,24.471,56,2010
Ryan Palmer,84,.433,30.714,71,2010
Brad Faxon,58,.426,20.448,48,2010
Jeff Overton,89,.409,29.067,71,2010
Jim Furyk,76,.402,24.105,60,2010
Jeff Quinney,91,.388,31.049,80,2010
Pat Perez,90,.379,31.476,83,2010
Stephen Ames,75,.375,25.886,69,2010
Geoff Ogilvy,62,.370,18.519,50,2010
Webb Simpson,98,.370,34.035,92,2010
Matt Bettencourt,91,.368,25.757,70,2010
Daniel Chopra,74,.361,24.172,67,2010
Tom Gillis,97,.359,32.351,90,2010
Nathan Green,86,.339,27.489,81,2010
Michael Connell,89,.337,25.943,77,2010
Skip Kendall,58,.333,16.339,49,2010
Paul Stankowski,62,.332,17.592,53,2010
Ernie Els,72,.330,18.134,55,2010
Steve Elkington,74,.328,19.381,59,2010
George McNeill,79,.319,22.315,70,2010
James Driscoll,78,.315,23.321,74,2010
Chris Couch,66,.302,17.831,59,2010
Ryan Moore,80,.299,18.258,61,2010
Brian Stuard,81,.289,20.497,71,2010
David Toms,86,.274,19.180,70,2010
Tim Clark,88,.269,18.273,68,2010
Padraig Harrington,57,.267,11.761,44,2010
Ben Crane,85,.266,17.545,66,2010
Steve Marino,81,.261,16.464,63,2010
Andres Romero,73,.254,18.311,72,2010
Jimmy Walker,82,.252,17.665,70,2010
Justin Rose,78,.243,17.032,70,2010
Freddie Jacobson,83,.241,18.556,77,2010
Matt Every,60,.240,12.237,51,2010
Shaun Micheel,70,.235,12.474,53,2010
Brent Delahoussaye,57,.231,10.866,47,2010
Chris Tidland,77,.231,15.674,68,2010
Ben Curtis,78,.229,15.128,66,2010
J.J. Henry,92,.217,17.179,79,2010
Scott Piercy,88,.215,17.391,81,2010
Ian Poulter,55,.213,7.227,34,2010
Steve Wheatcroft,74,.211,12.227,58,2010
Alex Prugh,88,.202,16.183,80,2010
Blake Adams,84,.196,14.674,75,2010
Stewart Cink,84,.190,12.359,65,2010
Richard Johnson,90,.188,13.692,73,2010
Y.E. Yang,72,.188,10.897,58,2010
Chris Riley,73,.185,11.674,63,2010
Justin Leonard,89,.181,13.021,72,2010
Tim Herron,79,.171,11.818,69,2010
Rich Barcelo,70,.144,8.363,58,2010
Mark Wilson,87,.139,11.005,79,2010
Robert Allenby,76,.137,8.339,61,2010
James Nitties,92,.133,10.811,81,2010
Spencer Levin,110,.132,12.953,98,2010
Jason Bohn,84,.130,9.588,74,2010
Rickie Fowler,98,.129,10.680,83,2010
David Duval,71,.120,6.730,56,2010
Dustin Johnson,83,.112,7.076,63,2010
Charley Hoffman,85,.104,8.022,77,2010
Bo Van Pelt,104,.098,8.499,87,2010
Joe Ogilvie,99,.096,8.252,86,2010
Nick Watney,91,.090,6.178,69,2010
Brett Quigley,96,.078,6.826,88,2010
Trevor Immelman,55,.074,3.186,43,2010
Hunter Mahan,85,.068,4.564,67,2010
Johnson Wagner,85,.065,4.819,74,2010
J.B. Holmes,100,.064,5.667,88,2010
Chris Stroud,90,.062,4.468,72,2010
K.J. Choi,82,.054,3.305,61,2010
John Mallinger,78,.051,3.299,65,2010
Jarrod Lyle,54,.049,2.243,46,2010
Kevin Streelman,90,.044,3.554,80,2010
Scott Verplank,74,.034,1.902,56,2010
Jonathan Byrd,85,.029,2.382,82,2010
J.P. Hayes,79,.027,1.850,68,2010
Ricky Barnes,103,.021,1.748,83,2010
Derek Lamely,81,.020,1.254,64,2010
Aron Price,70,.017,1.081,62,2010
Bob Estes,79,.014,.986,71,2010
Brendon de Jonge,114,.000,.040,91,2010
Jerod Turner,54,-.002,-.062,40,2010
Tim Petrovic,105,-.006,-.589,94,2010
Jason Day,82,-.009,-.655,71,2010
Bill Lunde,79,-.012,-.777,67,2010
Mike Weir,59,-.018,-.711,40,2010
Briny Baird,87,-.026,-2.022,79,2010
Jeev Milkha Singh,59,-.045,-2.362,52,2010
Stuart Appleby,101,-.056,-4.902,88,2010
Vaughn Taylor,87,-.056,-4.426,79,2010
Chris DiMarco,88,-.058,-4.509,78,2010
Woody Austin,93,-.063,-5.218,83,2010
Bill Haas,87,-.065,-4.910,75,2010
Michael Letzig,84,-.071,-5.677,80,2010
Sean O'Hair,84,-.071,-4.591,65,2010
Bubba Watson,77,-.077,-5.184,67,2010
Steve Flesch,78,-.078,-5.050,65,2010
Michael Bradley,77,-.084,-5.705,68,2010
Brenden Pappas,66,-.091,-5.007,55,2010
Kevin Sutherland,86,-.094,-7.316,78,2010
D.A. Points,90,-.100,-7.872,79,2010
Chad Campbell,95,-.106,-8.582,81,2010
Martin Flores,75,-.106,-6.795,64,2010
Vance Veazey,58,-.109,-5.238,48,2010
Ted Purdy,86,-.114,-8.531,75,2010
Lucas Glover,75,-.115,-6.764,59,2010
John Merrick,109,-.126,-11.561,92,2010
Brett Wetterich,54,-.126,-6.664,53,2010
Garrett Willis,82,-.137,-9.756,71,2010
John Senden,103,-.139,-12.097,87,2010
Marc Leishman,87,-.146,-10.517,72,2010
Phil Mickelson,76,-.147,-8.369,57,2010
Ángel Cabrera,64,-.148,-7.566,51,2010
Paul Goydos,78,-.158,-10.406,66,2010
Robert Garrigus,71,-.164,-9.996,61,2010
Tom Pernice Jr.,74,-.165,-9.561,58,2010
Andrew McLardy,52,-.172,-7.576,44,2010
Jay Williamson,76,-.174,-10.643,61,2010
Greg Kraft,52,-.182,-7.083,39,2010
Mathias Grönberg,61,-.184,-9.180,50,2010
Rory Sabbatini,79,-.202,-13.534,67,2010
Henrik Bjornstad,72,-.211,-12.473,59,2010
John Rollins,81,-.216,-16.209,75,2010
Rory McIlroy,54,-.225,-9.005,40,2010
Kenny Perry,69,-.244,-13.649,56,2010
Rod Pampling,77,-.247,-17.257,70,2010
Brian Davis,101,-.249,-22.147,89,2010
Heath Slocum,97,-.259,-18.872,73,2010
Kevin Stadler,86,-.275,-19.789,72,2010
Joe Durant,67,-.292,-16.658,57,2010
Cameron Beckman,68,-.297,-17.494,59,2010
Lee Janzen,77,-.302,-21.117,70,2010
Martin Laird,91,-.304,-24.042,79,2010
Josh Teater,101,-.314,-28.926,92,2010
David Lutterus,69,-.330,-18.474,56,2010
Kevin Johnson,62,-.350,-17.142,49,2010
Jeff Maggert,76,-.357,-22.488,63,2010
Graham DeLaet,88,-.360,-27.382,76,2010
Sergio Garcia,58,-.360,-12.952,36,2010
Boo Weekley,88,-.376,-27.841,74,2010
Mathew Goggin,85,-.377,-28.658,76,2010
Roland Thatcher,72,-.384,-26.107,68,2010
Steve Lowery,67,-.386,-21.616,56,2010
Camilo Villegas,78,-.396,-22.197,56,2010
Craig Bowden,56,-.404,-19.382,48,2010
Charles Warren,64,-.411,-22.599,55,2010
Jerry Kelly,99,-.444,-36.437,82,2010
Troy Matteson,84,-.445,-34.730,78,2010
Will MacKenzie,72,-.448,-30.430,68,2010
Alex Cejka,81,-.466,-31.717,68,2010
D.J. Trahan,92,-.467,-38.329,82,2010
Cameron Percy,73,-.491,-28.971,59,2010
Davis Love III,79,-.510,-33.646,66,2010
Rocco Mediate,71,-.543,-33.116,61,2010
Justin Bolli,55,-.558,-23.422,42,2010
Kris Blanks,91,-.568,-42.058,74,2010
Cliff Kresge,50,-.573,-25.787,45,2010
Garth Mulroy,53,-.586,-24.594,42,2010
Jason Dufner,87,-.600,-41.371,69,2010
Greg Owen,69,-.641,-39.748,62,2010
John Daly,63,-.653,-30.703,47,2010
Chris Wilson,65,-.668,-34.735,52,2010
Cameron Tringale,55,-.711,-31.981,45,2010
Vijay Singh,75,-.739,-42.120,57,2010
Adam Scott,70,-.746,-38.767,52,2010
Omar Uresti,74,-.757,-46.167,61,2010
Roger Tambellini,77,-.789,-48.908,62,2010
Mark Calcavecchia,50,-.871,-28.727,33,2010
Nicholas Thompson,88,-.885,-68.132,77,2010
Jeff Gove,57,-.947,-41.651,44,2010
Billy Mayfair,78,-1.008,-65.514,65,2010
